Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-07-03;15:00:00;2;F1;Start;;;;;chick
Triangle_3;2021-07-03;15:00:00;3;F1;Start;;;;;chick
Triangle_3;2021-07-03;17:40:13;2;F2;Arrival;;Clup;2;;
Triangle_3;2021-07-03;17:43:23;2;F2;Departure;;;;;
Triangle_3;2021-07-03;17:46:48;3;F2;Arrival;;Clup;2;;
Triangle_3;2021-07-03;17:47:13;3;F2;Takeover;;;;;
Triangle_3;2021-07-03;17:56:36;3;F1;Departure;;;;;
Triangle_3;2021-07-03;18:08:14;3;F1;Arrival;x;;;;
Triangle_3;2021-07-03;18:11:06;3;F1;Departure;;;;;
Triangle_3;2021-07-03;18:19:03;3;F1;Arrival;x;;;;
Triangle_3;2021-07-03;18:34:53;3;F1;Departure;;;;;
Triangle_3;2021-07-03;18:42:43;3;F1;Arrival;x;;;;
Triangle_3;2021-07-03;18:45:50;3;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
