Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Rost_3;2021-06-05;15:00:00;1;F1;Start;;;;;
Rost_3;2021-06-05;15:00:00;2;F1;Start;;;;;
Rost_3;2021-06-05;15:00:00;3;F1;Start;;;;;
Rost_3;2021-06-05;15:00:00;4;F1;Start;;;;;
Rost_3;2021-06-05;15:00:00;5;F1;Start;;;;;
Rost_3;2021-06-05;15:23:50;2;F2;Arrival;x;;;;
Rost_3;2021-06-05;15:31:02;2;F2;Takeover;;;;;
Rost_3;2021-06-05;15:34:29;2;F1;Departure;;;;;
Rost_3;2021-06-05;19:44:48;3;F2;Arrival;x;;;;
Rost_3;2021-06-05;20:15:21;3;F2;Takeover;;;;;
Rost_3;2021-06-05;20:21:36;3;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
