Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2020-06-08;15:00:00;1;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;2;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;3;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;4;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;5;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;6;F1;Start;;;;;
Farallon_3;2020-06-08;15:00:00;5;F2;Start;;;;;
Farallon_3;2020-06-08;15:06:30;3;F2;Arrival;x;;;;
Farallon_3;2020-06-08;16:17:07;5;F2;Departure;;;;;
Farallon_3;2020-06-08;16:47:26;3;F2;Takeover;;;;;
Farallon_3;2020-06-08;16:48:38;3;F1;Departure;;;;;
Farallon_3;2020-06-08;17:28:18;1;F2;Arrival;x;;;;
Farallon_3;2020-06-08;17:30:26;1;F2;Takeover;;;;;
Farallon_3;2020-06-08;17:31:38;1;F1;Departure;;;;;
Farallon_3;2020-06-08;18:52:42;4;F2;Arrival;x;;;;
Farallon_3;2020-06-08;19:26:48;4;F2;Takeover;;;;;
Farallon_3;2020-06-08;19:36:23;4;F1;Departure;;;;;
Farallon_3;2020-06-08;20:09:58;4;F1;Arrival;x;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
