Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Röst_3;2020-06-24;15:00:00;1;F1;Start;;;;;has a chick, rainy day
Röst_3;2020-06-24;15:00:00;2;F1;Start;;;;;has a chick
Röst_3;2020-06-24;15:00:00;3;F1;Start;;;;;has a chick
Röst_3;2020-06-24;15:00:00;4;F1;Start;;;;;has a chick
Röst_3;2020-06-24;15:00:00;5;F1;Start;;;;;still no chick
Röst_3;2020-06-24;15:00:00;1;F2;Start;;;;;
Röst_3;2020-06-24;15:00:00;2;F2;Start;;;;;
Röst_3;2020-06-24;15:22:19;2;F2;Takeover;;;;;
Röst_3;2020-06-24;15:27:24;2;F1;Departure;;;;;
Röst_3;2020-06-24;15:39:14;1;F2;Takeover;;;;;
Röst_3;2020-06-24;15:56:59;3;F2;Arrival;;Unidentified;;;
Röst_3;2020-06-24;16:09:50;1;F1;Takeover;;;;;
Röst_3;2020-06-24;16:13:50;3;F2;Takeover;;;;;
Röst_3;2020-06-24;16:20:38;4;F2;Arrival;;Clup;2;;
Röst_3;2020-06-24;16:31:25;4;F2;Takeover;;;;;
Röst_3;2020-06-24;16:31:36;4;F1;Departure;;;;;
Röst_3;2020-06-24;16:32:53;3;F1;Departure;;;;;
Röst_3;2020-06-24;17:04:15;1;F2;Takeover;;;;;
Röst_3;2020-06-24;17:10:44;3;F1;Arrival;;Clup;2;;
Röst_3;2020-06-24;17:28:18;1;F1;Takeover;;;;;
Röst_3;2020-06-24;17:29:46;1;F2;Takeover;;;;;
Röst_3;2020-06-24;17:44:48;1;F1;Departure;;;;;
Röst_3;2020-06-24;18:45:50;3;F1;Takeover;;;;;
Röst_3;2020-06-24;18:48:45;2;F1;Arrival;;Clup;2;;the other parents takes the fish and gives it to the chick
Röst_3;2020-06-24;19:35:30;2;F1;Takeover;;;;;
Röst_3;2020-06-24;19:41:19;2;F2;Takeover;;;;;
Röst_3;2020-06-24;19:42:47;2;F1;Departure;;;;;
Röst_3;2020-06-24;19:54:49;3;F2;Departure;;;;;
Röst_3;2020-06-24;20:31:29;2;F1;Arrival;;Clup;2;;
Röst_3;2020-06-24;20:34:33;3;F2;Arrival;;Clup;2;;
