Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Rost_3;2021-06-15;15:00:00;1;F1;Start;;;;;chick
Rost_3;2021-06-15;15:00:00;2;F1;Start;;;;;
Rost_3;2021-06-15;15:00:00;3;F1;Start;;;;;chick
Rost_3;2021-06-15;15:00:00;4;F1;Start;;;;;?
Rost_3;2021-06-15;15:00:00;5;F1;Start;;;;;
Rost_3;2021-06-15;15:00:00;1;F2;Start;;;;;
Rost_3;2021-06-15;15:00:00;2;F2;Start;;;;;
Rost_3;2021-06-15;15:00:00;3;F2;Start;;;;;
Rost_3;2021-06-15;15:00:00;5;F2;Start;;;;;
Rost_3;2021-06-15;15:09:01;5;F2;Takeover;;;;;
Rost_3;2021-06-15;15:12:30;1;F2;Takeover;;;;;
Rost_3;2021-06-15;15:15:38;1;F1;Departure;;;;;
Rost_3;2021-06-15;16:10:00;3;F2;Takeover;;;;;
Rost_3;2021-06-15;16:16:32;3;F1;Takeover;;;;;
Rost_3;2021-06-15;16:35:33;5;F1;Departure;;;;;
Rost_3;2021-06-15;17:13:26;3;F2;Takeover;;;;;
Rost_3;2021-06-15;17:22:05;3;F1;Departure;;;;;
Rost_3;2021-06-15;17:25:43;2;F2;Departure;;;;;
Rost_3;2021-06-15;17:44:25;5;F1;Arrival;x;;;;
Rost_3;2021-06-15;18:24:33;4;F2;Arrival;x;;;;
Rost_3;2021-06-15;18:43:45;5;F1;Takeover;;;;;
Rost_3;2021-06-15;18:47:53;5;F2;Departure;;;;;
Rost_3;2021-06-15;18:48:54;4;F2;Takeover;;;;;
Rost_3;2021-06-15;18:52:53;4;F1;Departure;;;;;
Rost_3;2021-06-15;19:03:25;4;F1;Arrival;x;;;;
Rost_3;2021-06-15;19:18:39;4;F1;Departure;;;;;
Rost_3;2021-06-15;19:49:49;3;F1;Arrival;;Clup;2;;Ate the fish around 21:52
Rost_3;2021-06-15;19:52:16;3;F1;Takeover;;;;;
Rost_3;2021-06-15;19:59:28;3;F2;Departure;;;;;
