Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2021-06-09;15:00:00;1;F1;Start;;;;;number 1 to the left
Farallon_3;2021-06-09;15:00:00;2;F1;Start;;;;;
Farallon_3;2021-06-09;15:00:00;3;F1;Start;;;;;
Farallon_3;2021-06-09;15:00:00;4;F1;Start;;;;;
Farallon_3;2021-06-09;15:00:00;5;F1;Start;;;;;
Farallon_3;2021-06-09;15:00:00;6;F1;Start;;;;;
Farallon_3;2021-06-09;15:00:00;7;F1;Start;;;;;7 to the right
Farallon_3;2021-06-09;15:59:09;6;F2;Arrival;x;;;;
Farallon_3;2021-06-09;16:01:01;2;F2;Arrival;x;;;;
Farallon_3;2021-06-09;16:04:16;6;F2;Takeover;;;;;
Farallon_3;2021-06-09;16:04:57;6;F1;Departure;;;;;
Farallon_3;2021-06-09;16:07:43;2;F2;Takeover;;;;;
Farallon_3;2021-06-09;16:08:53;2;F1;Departure;;;;;
Farallon_3;2021-06-09;16:33:21;5;F2;Arrival;x;;;;
Farallon_3;2021-06-09;16:40:36;5;F2;Takeover;;;;;
Farallon_3;2021-06-09;16:41:31;5;F1;Departure;;;;;
Farallon_3;2021-06-09;17:02:01;1;F2;Arrival;x;;;;
Farallon_3;2021-06-09;17:18:45;1;F2;Takeover;;;;;
Farallon_3;2021-06-09;17:23:13;1;F1;Departure;;;;;
Farallon_3;2021-06-09;17:25:40;7;F2;Arrival;x;;;;
Farallon_3;2021-06-09;17:26:12;7;F2;Takeover;;;;;
Farallon_3;2021-06-09;17:30:12;7;F1;Departure;;;;;
Farallon_3;2021-06-09;18:19:36;1;F1;Arrival;x;;;;
