Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Rost_3;2021-06-23;15:00:00;1;F1;Start;;;;;chick
Rost_3;2021-06-23;15:00:00;2;F1;Start;;;;;chick
Rost_3;2021-06-23;15:00:00;3;F1;Start;;;;;chick
Rost_3;2021-06-23;15:00:00;4;F1;Start;;;;;chick
Rost_3;2021-06-23;15:00:00;5;F1;Start;;;;;chick
Rost_3;2021-06-23;15:00:00;3;F2;Start;;;;;
Rost_3;2021-06-23;15:01:46;3;F2;Departure;;;;;
Rost_3;2021-06-23;15:03:21;4;F2;Arrival;;Clup;2;;
Rost_3;2021-06-23;15:09:16;5;F2;Arrival;;Clup;1;;
Rost_3;2021-06-23;15:13:08;4;F2;Takeover;;;;;
Rost_3;2021-06-23;15:15:09;5;F2;Takeover;;;;;
Rost_3;2021-06-23;15:16:12;5;F1;Departure;;;;;
Rost_3;2021-06-23;15:28:27;2;F2;Arrival;;Clup;1;;
Rost_3;2021-06-23;15:49:22;4;F1;Takeover;;;;;
Rost_3;2021-06-23;15:57:01;2;F2;Takeover;;;;;
Rost_3;2021-06-23;16:05:42;4;F2;Departure;;;;;
Rost_3;2021-06-23;16:27:18;2;F1;Departure;;;;;
Rost_3;2021-06-23;18:07:47;4;F2;Arrival;;Clup;2;;
Rost_3;2021-06-23;18:32:41;4;F2;Takeover;;;;;
Rost_3;2021-06-23;18:38:25;4;F1;Departure;;;;;
Rost_3;2021-06-23;19:21:45;4;F1;Arrival;;Clup;2;;lot of fighting, also with partner. Chick probably got only bits of the fish.
Rost_3;2021-06-23;19:29:56;1;F2;Arrival;;Clup;2;;
Rost_3;2021-06-23;19:30:27;1;F2;Takeover;;;;;
Rost_3;2021-06-23;19:33:58;4;F1;Takeover;;;;;
Rost_3;2021-06-23;19:36:22;1;F1;Departure;;;;;
Rost_3;2021-06-23;19:38:48;4;F2;Departure;;;;;
Rost_3;2021-06-23;20:09:29;1;F1;Arrival;;Unidentified;;;
Rost_3;2021-06-23;20:23:12;1;F1;Departure;;;;;
Rost_3;2021-06-23;20:25:35;4;F2;Arrival;;Clup;2;;
Rost_3;2021-06-23;20:30:43;4;F2;Departure;;;;;
Rost_3;2021-06-23;20:54:36;3;F2;Arrival;;Clup;3;;
Rost_3;2021-06-23;20:55:16;3;F2;Takeover;;;;;
Rost_3;2021-06-23;20:56:59;3;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
