Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Röst_3;2020-06-30;15:00:00;1;F1;Start;;;;;has a chick
Röst_3;2020-06-30;15:00:00;2;F1;Start;;;;;has a chick
Röst_3;2020-06-30;15:00:00;3;F1;Start;;;;;has a chick
Röst_3;2020-06-30;15:00:00;4;F1;Start;;;;;has a chick
Röst_3;2020-06-30;15:00:00;5;F1;Start;;;;;
Röst_3;2020-06-30;16:50:28;3;F2;Arrival;;Clup;3;;
Röst_3;2020-06-30;16:51:57;3;F2;Takeover;;;;;
Röst_3;2020-06-30;17:05:54;3;F1;Departure;;;;;
Röst_3;2020-06-30;17:22:39;5;F2;Arrival;x;;;;
Röst_3;2020-06-30;17:28:37;1;F2;Arrival;;Clup;4;;
Röst_3;2020-06-30;17:30:18;1;F2;Takeover;;;;;
Röst_3;2020-06-30;17:32:50;1;F1;Departure;;;;;
Röst_3;2020-06-30;17:33:07;1;F1;Arrival;x;;;;
Röst_3;2020-06-30;17:33:45;1;F1;Departure;;;;;
Röst_3;2020-06-30;17:43:38;5;F2;Departure;;;;;
Röst_3;2020-06-30;17:48:31;1;F1;Arrival;x;;;;
Röst_3;2020-06-30;18:04:40;2;F2;Arrival;;Clup;3;;
Röst_3;2020-06-30;18:05:56;5;F2;Arrival;x;;;;
Röst_3;2020-06-30;18:12:00;2;F2;Takeover;;;;;
Röst_3;2020-06-30;18:14:05;2;F1;Departure;;;;;
Röst_3;2020-06-30;18:20:49;1;F1;Departure;;;;;
Röst_3;2020-06-30;18:39:02;5;F2;Takeover;;;;;
Röst_3;2020-06-30;18:46:25;5;F1;Departure;;;;;
Röst_3;2020-06-30;19:45:18;4;F2;Arrival;;Clup;2;;
Röst_3;2020-06-30;19:46:09;4;F2;Takeover;;;;;
Röst_3;2020-06-30;19:49:27;3;F1;Arrival;;Clup;2;;
Röst_3;2020-06-30;19:53:14;4;F1;Departure;;;;;
Röst_3;2020-06-30;20:05:50;3;F1;Takeover;;;;;
Röst_3;2020-06-30;20:08:24;2;F1;Arrival;;Clup;2;;
Röst_3;2020-06-30;20:08:42;2;F1;Takeover;;;;;
Röst_3;2020-06-30;20:15:18;3;F2;Departure;;;;;
Röst_3;2020-06-30;20:42:21;2;F2;Departure;;;;;
