Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Röst_3;2020-06-26;15:00:00;1;F1;Start;;;;;has a chick
Röst_3;2020-06-26;15:00:00;2;F1;Start;;;;;has a chick
Röst_3;2020-06-26;15:00:00;3;F1;Start;;;;;has a chick
Röst_3;2020-06-26;15:00:00;4;F1;Start;;;;;has a chick
Röst_3;2020-06-26;15:00:00;5;F1;Start;;;;;
Röst_3;2020-06-26;16:00:23;1;F2;Arrival;x;;;;
Röst_3;2020-06-26;16:01:18;1;F2;Takeover;;;;;
Röst_3;2020-06-26;16:15:40;1;F1;Takeover;;;;;
Röst_3;2020-06-26;16:16:36;1;F2;Takeover;;;;;
Röst_3;2020-06-26;17:32:09;1;F1;Departure;;;;;
Röst_3;2020-06-26;18:33:15;3;F2;Arrival;;Clup;1;;big 1
Röst_3;2020-06-26;19:01:40;1;F2;Arrival;;Clup;2;;
Röst_3;2020-06-26;19:05:48;3;F2;Takeover;;;;;
Röst_3;2020-06-26;19:08:38;3;F1;Departure;;;;;
Röst_3;2020-06-26;19:35:46;1;F2;Takeover;;;;;
Röst_3;2020-06-26;20:09:27;1;F1;Departure;;;;;
Röst_3;2020-06-26;20:19:27;1;F1;Arrival;x;;;;
Röst_3;2020-06-26;20:50:02;1;F1;Departure;;;;;
Röst_3;2020-06-26;20:51:09;1;F1;Arrival;x;;;;
Röst_3;2020-06-26;20:56:14;1;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
