Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-06-29;15:00:00;2;F1;Start;;;;;chick
Triangle_3;2021-06-29;15:00:00;3;F1;Start;;;;;chick
Triangle_3;2021-06-29;17:24:53;2;F2;Arrival;;Clup;3;;
Triangle_3;2021-06-29;17:26:48;2;F2;Takeover;;;;;
Triangle_3;2021-06-29;17:27:58;2;F1;Departure;;;;;
Triangle_3;2021-06-29;17:37:40;2;F1;Arrival;x;;;;
Triangle_3;2021-06-29;17:41:56;2;F1;Departure;;;;;
Triangle_3;2021-06-29;18:37:10;3;F2;Arrival;;Clup;2;;
Triangle_3;2021-06-29;18:37:46;3;F2;Takeover;;;;;
Triangle_3;2021-06-29;18:38:38;3;F1;Departure;;;;;
Triangle_3;2021-06-29;18:49:18;3;F1;Arrival;x;;;;
Triangle_3;2021-06-29;18:53:11;3;F1;Departure;;;;;
Triangle_3;2021-06-29;19:01:18;3;F1;Arrival;;Clup;2;;
Triangle_3;2021-06-29;19:17:53;3;F1;Departure;;;;;
Triangle_3;2021-06-29;19:58:18;2;F1;Arrival;;Clup;3;x;
Triangle_3;2021-06-29;20:08:36;3;F1;Arrival;;Clup;2;;
Triangle_3;2021-06-29;20:08:44;2;F1;Takeover;;;;;
Triangle_3;2021-06-29;20:12:05;2;F2;Takeover;;;;;
Triangle_3;2021-06-29;20:24:51;3;F1;Departure;;;;;
Triangle_3;2021-06-29;20:32:41;2;F1;Takeover;;;;;
Triangle_3;2021-06-29;20:36:04;2;F2;Takeover;;;;;
Triangle_3;2021-06-29;20:38:56;2;F1;Takeover;;;;;
Triangle_3;2021-06-29;20:47:58;2;F2;Departure;;;;;
