Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-06-03;15:00:00;1;F1;Start;;;;;
Triangle_3;2021-06-03;15:00:00;2;F1;Start;;;;;
Triangle_3;2021-06-03;15:00:00;3;F1;Start;;;;;
Triangle_3;2021-06-03;15:00:00;4;F1;Start;;;;;blue egg, between pair 1 and 2 (i.e. not in order from left to right here)
Triangle_3;2021-06-03;15:59:16;3;F2;Arrival;x;;;;
Triangle_3;2021-06-03;16:03:01;3;F2;Takeover;;;;;
Triangle_3;2021-06-03;16:07:59;3;F1;Departure;;;;;
Triangle_3;2021-06-03;16:40:41;3;F1;Arrival;x;;;;
Triangle_3;2021-06-03;17:28:02;3;F1;Departure;;;;;
Triangle_3;2021-06-03;17:56:06;4;F2;Arrival;;Clup;2;;no chick! Ate the fish
Triangle_3;2021-06-03;20:28:41;4;F2;Departure;;;;;
