Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2020-06-15;15:00:00;1;F1;Start;;;;;
Triangle_3;2020-06-15;15:00:00;2;F1;Start;;;;;
Triangle_3;2020-06-15;15:00:00;3;F1;Start;;;;;
Triangle_3;2020-06-15;19:25:22;1;F2;Arrival;x;;;;
Triangle_3;2020-06-15;19:37:57;1;F2;Takeover;;;;;
Triangle_3;2020-06-15;19:37:04;1;F1;Departure;;;;;
Triangle_3;2020-06-15;20:11:34;1;F1;Arrival;x;;;;
Triangle_3;2020-06-15;20:12:29;2;F2;Arrival;x;;;;
Triangle_3;2020-06-15;20:24:30;2;F2;Takeover;;;;;
Triangle_3;2020-06-15;20:28:30;2;F1;Departure;;;;;
Triangle_3;2020-06-15;20:29:50;1;F1;Departure;;;;;
Triangle_3;2020-06-15;20:39:45;2;F1;Arrival;x;;;;
Triangle_3;2020-06-15;20:58:19;2;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
