Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2020-06-14;15:00:00;1;F1;Start;;;;;
Farallon_3;2020-06-14;15:00:00;2;F1;Start;;;;;
Farallon_3;2020-06-14;15:00:00;3;F1;Start;;;;;
Farallon_3;2020-06-14;15:00:00;4;F1;Start;;;;;
Farallon_3;2020-06-14;15:00:00;5;F1;Start;;;;;
Farallon_3;2020-06-14;15:00:00;6;F1;Start;;;;;
Farallon_3;2020-06-14;15:14:13;1;F2;Arrival;x;;;;
Farallon_3;2020-06-14;15:14:29;1;F2;Takeover;;;;;
Farallon_3;2020-06-14;15:20:35;1;F1;Departure;;;;;
Farallon_3;2020-06-14;18:12:41;3;F2;Arrival;x;;;;
Farallon_3;2020-06-14;18:54:02;6;F2;Arrival;x;;;;
Farallon_3;2020-06-14;19:14:33;6;F2;Takeover;;;;;
Farallon_3;2020-06-14;19:21:42;6;F1;Departure;;;;;
Farallon_3;2020-06-14;19:31:40;2;F2;Arrival;x;;;;
Farallon_3;2020-06-14;19:38:56;6;F1;Arrival;x;;;;
Farallon_3;2020-06-14;19:44:10;2;F2;Takeover;;;;;
Farallon_3;2020-06-14;19:52:30;2;F1;Departure;;;;;
Farallon_3;2020-06-14;19:55:50;3;F2;Takeover;;;;;
Farallon_3;2020-06-14;19:58:17;3;F1;Departure;;;;;
Farallon_3;2020-06-14;20:24:57;4;F2;Arrival;x;;;;
Farallon_3;2020-06-14;20:38:55;4;F2;Takeover;;;;;
Farallon_3;2020-06-14;20:42:05;4;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
