Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-06-27;15:00:00;2;F1;Start;;;;;chick
Triangle_3;2021-06-27;15:00:00;3;F1;Start;;;;;chick
Triangle_3;2021-06-27;15:00:00;3;F2;Start;;;;;
Triangle_3;2021-06-27;15:23:47;3;F2;Departure;;;;;chick is being ringed
Triangle_3;2021-06-27;15:24:39;3;F2;Arrival;x;;;;
Triangle_3;2021-06-27;15:26:22;3;F2;Departure;;;;;chick is put back on ledge
Triangle_3;2021-06-27;15:30:39;3;F2;Arrival;x;;;;
Triangle_3;2021-06-27;15:38:42;3;F2;Departure;;;;;
Triangle_3;2021-06-27;15:42:46;3;F2;Arrival;x;;;;
Triangle_3;2021-06-27;16:02:09;3;F2;Departure;;;;;16:05:40 chick throws up fish, count as dropped??
Triangle_3;2021-06-27;16:41:23;3;F2;Arrival;x;;;;
Triangle_3;2021-06-27;17:10:12;3;F2;Takeover;;;;;
Triangle_3;2021-06-27;17:10:44;3;F1;Departure;;;;;
Triangle_3;2021-06-27;17:37:13;3;F1;Arrival;x;;;;
Triangle_3;2021-06-27;18:29:00;2;F2;Arrival;;Clup;2;;
Triangle_3;2021-06-27;18:30:51;3;F1;Departure;;;;;
Triangle_3;2021-06-27;18:40:42;2;F2;Takeover;;;;;
Triangle_3;2021-06-27;18:43:53;2;F1;Departure;;;;;
