Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-06-01;15:00:00;1;F1;Start;;;;;
Triangle_3;2021-06-01;15:00:00;2;F1;Start;;;;;
Triangle_3;2021-06-01;15:00:00;3;F1;Start;;;;;
Triangle_3;2021-06-01;15:00:00;4;F1;Start;;;;;blue egg, between pair 1 and 2 (i.e. not in order from left to right here)
Triangle_3;2021-06-01;15:00:00;2;F2;Start;;;;;
Triangle_3;2021-06-01;15:00:00;4;F2;Start;;;;;
Triangle_3;2021-06-01;15:07:16;4;F2;Takeover;;;;;
Triangle_3;2021-06-01;15:07:48;4;F1;Departure;;;;;
Triangle_3;2021-06-01;15:19:54;2;F2;Departure;;;;;
Triangle_3;2021-06-01;15:21:20;4;F1;Arrival;x;;;;
Triangle_3;2021-06-01;15:21:37;2;F2;Arrival;x;;;;
Triangle_3;2021-06-01;15:30:29;2;F2;Departure;;;;;
Triangle_3;2021-06-01;15:32:30;4;F1;Departure;;;;;
Triangle_3;2021-06-01;18:01:14;1;F2;Arrival;x;;;;
Triangle_3;2021-06-01;18:18:34;1;F2;Takeover;;;;;
Triangle_3;2021-06-01;18:22:01;1;F1;Departure;;;;;
Triangle_3;2021-06-01;18:30:31;2;F2;Arrival;x;;;;
Triangle_3;2021-06-01;18:50:57;2;F2;Takeover;;;;;
Triangle_3;2021-06-01;18:53:44;2;F1;Departure;;;;;
