Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2021-06-23;15:00:00;1;F1;Start;;;;;has a CHICK
Farallon_3;2021-06-23;15:00:00;2;F1;Start;;;;;has a CHICK
Farallon_3;2021-06-23;15:00:00;3;F1;Start;;;;;has a CHICK
Farallon_3;2021-06-23;15:00:00;6;F1;Start;;;;;has a CHICK
Farallon_3;2021-06-23;15:00:00;7;F1;Start;;;;;has a CHICK
Farallon_3;2021-06-23;15:00:00;2;F2;Start;;;;;
Farallon_3;2021-06-23;15:06:48;2;F2;Takeover;;;;;
Farallon_3;2021-06-23;15:06:57;2;F1;Takeover;;;;;
Farallon_3;2021-06-23;15:29:33;2;F2;Takeover;;;;;
Farallon_3;2021-06-23;15:33:35;2;F1;Departure;;;;;
Farallon_3;2021-06-23;16:27:39;2;F1;Arrival;;Clup;3;;
Farallon_3;2021-06-23;16:28:03;2;F1;Takeover;;;;;
Farallon_3;2021-06-23;16:28:38;6;F2;Arrival;;Clup;2;;
Farallon_3;2021-06-23;16:29:14;2;F2;Takeover;;;;;
Farallon_3;2021-06-23;16:31:46;6;F2;Takeover;;;;;
Farallon_3;2021-06-23;16:32:19;6;F1;Departure;;;;;
Farallon_3;2021-06-23;16:33:57;2;F1;Departure;;;;;
Farallon_3;2021-06-23;16:42:41;1;F2;Arrival;;Clup;2;;
Farallon_3;2021-06-23;16:42:50;7;F2;Arrival;;Clup;2;;
Farallon_3;2021-06-23;16:46:25;7;F2;Takeover;;;;;
Farallon_3;2021-06-23;16:47:34;7;F1;Departure;;;;;
Farallon_3;2021-06-23;17:05:01;6;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;17:17:34;6;F1;Departure;;;;;
Farallon_3;2021-06-23;17:19:51;7;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;17:21:47;7;F1;Departure;;;;;
Farallon_3;2021-06-23;17:26:58;1;F2;Takeover;;;;;
Farallon_3;2021-06-23;17:33:51;1;F1;Departure;;;;;
Farallon_3;2021-06-23;17:46:54;7;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;17:47:08;7;F1;Takeover;;;;;
Farallon_3;2021-06-23;17:50:46;7;F2;Takeover;;;;;
Farallon_3;2021-06-23;17:51:37;7;F1;Takeover;;;;;
Farallon_3;2021-06-23;18:00:39;1;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;18:00:53;1;F1;Takeover;;;;;
Farallon_3;2021-06-23;18:01:32;1;F2;Takeover;;;;;
Farallon_3;2021-06-23;18:09:21;7;F2;Takeover;;;;;
Farallon_3;2021-06-23;18:09:50;7;F1;Departure;;;;;
Farallon_3;2021-06-23;18:10:42;3;F2;Arrival;;Clup;2;;
Farallon_3;2021-06-23;18:11:09;3;F2;Takeover;;;;;
Farallon_3;2021-06-23;18:12:35;3;F1;Takeover;;;;;
Farallon_3;2021-06-23;18:14:42;3;F2;Takeover;;;;;
Farallon_3;2021-06-23;18:15:53;3;F1;Departure;;;;;
Farallon_3;2021-06-23;18:22:58;1;F1;Departure;;;;;
Farallon_3;2021-06-23;18:30:11;2;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;18:30:36;2;F1;Takeover;;;;;
Farallon_3;2021-06-23;18:36:09;2;F2;Departure;;;;;
Farallon_3;2021-06-23;18:41:40;7;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;18:44:01;7;F1;Departure;;;;;
Farallon_3;2021-06-23;18:48:42;3;F1;Arrival;;Clup;2;;
Farallon_3;2021-06-23;19:00:21;3;F1;Takeover;;;;;
Farallon_3;2021-06-23;19:05:22;3;F2;Departure;;;;;
Farallon_3;2021-06-23;19:24:43;2;F2;Arrival;;Clup;3;;
Farallon_3;2021-06-23;19:59:31;2;F2;Departure;;;;;
Farallon_3;2021-06-23;20:03:44;7;F1;Arrival;;Clup;1;;
Farallon_3;2021-06-23;20:04:19;7;F1;Takeover;;;;;
Farallon_3;2021-06-23;20:06:44;7;F2;Takeover;;;;;
Farallon_3;2021-06-23;20:15:07;7;F1;Departure;;;;;
