Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2020-07-06;14:49:26;2;F1;Takeover;;;;;
Farallon_3;2020-07-06;14:51:39;2;F2;Departure;;;;;
Farallon_3;2020-07-06;15:55:34;1;F1;Arrival;;Clup;2;;
Farallon_3;2020-07-06;15:59:30;1;F1;Takeover;;;;;
Farallon_3;2020-07-06;16:14:37;1;F2;Takeover;;;;;Unge stora delar av tiden hos par 7
Farallon_3;2020-07-06;16:15:00;1;F1;Departure;;;;;
Farallon_3;2020-07-06;17:44:21;5;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-06;17:44:58;5;F1;Takeover;;;;;
Farallon_3;2020-07-06;17:45:20;5;F2;Takeover;;;;;
Farallon_3;2020-07-06;17:45:23;3;F1;Arrival;;Clup;2;;
Farallon_3;2020-07-06;17:52:20;5;F1;Takeover;;;;;
Farallon_3;2020-07-06;17:58:49;5;F2;Departure;;;;;
Farallon_3;2020-07-06;18:13:11;1;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-06;18:13:31;3;F2;Takeover;;;;;
Farallon_3;2020-07-06;18:14:00;3;F1;Departure;;;;;
Farallon_3;2020-07-06;18:14:00;1;F1;Takeover;;;;;
Farallon_3;2020-07-06;18:17:00;1;F2;Takeover;;;;;
Farallon_3;2020-07-06;18:39:28;2;F2;Arrival;;Clup;4;;
Farallon_3;2020-07-06;18:40:34;2;F2;Takeover;;;;;
Farallon_3;2020-07-06;18:44:00;2;F1;Departure;;;;;
Farallon_3;2020-07-06;18:48:28;1;F1;Takeover;;;;;
Farallon_3;2020-07-06;18:49:01;1;F2;Departure;;;;;
Farallon_3;2020-07-06;20:51:24;1;F2;Arrival;;Clup;4;;
Farallon_3;2020-07-06;20:51:40;1;F2;Takeover;;;;;
Farallon_3;2020-07-06;20:53:23;1;F1;Takeover;;;;;
Farallon_3;2020-07-06;20:56:43;1;F2;Takeover;;;;;
Farallon_3;2020-07-06;21:30:51;1;F1;Takeover;;;;;Unge stora delar av tiden hos par 7
Farallon_3;2020-07-06;21:31:08;1;F2;Departure;;;;;
