Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Rost_3;2021-06-19;15:00:00;1;F1;Start;;;;;chick
Rost_3;2021-06-19;15:00:00;2;F1;Start;;;;;chick
Rost_3;2021-06-19;15:00:00;3;F1;Start;;;;;chick
Rost_3;2021-06-19;15:00:00;4;F1;Start;;;;;chick
Rost_3;2021-06-19;15:00:00;5;F1;Start;;;;;
Rost_3;2021-06-19;15:00:00;2;F2;Start;;;;;
Rost_3;2021-06-19;15:14:55;1;F2;Arrival;;Clup;2;;
Rost_3;2021-06-19;15:14:59;1;F2;Takeover;;;;;
Rost_3;2021-06-19;15:21:10;1;F1;Takeover;;;;;
Rost_3;2021-06-19;15:46:38;2;F2;Takeover;;;;;
Rost_3;2021-06-19;15:53:13;1;F2;Departure;;;;;
Rost_3;2021-06-19;16:02:17;2;F1;Departure;;;;;
Rost_3;2021-06-19;16:11:16;1;F2;Arrival;x;;;;
Rost_3;2021-06-19;16:15:50;2;F1;Arrival;x;;;;
Rost_3;2021-06-19;16:22:34;1;F2;Takeover;;;;;
Rost_3;2021-06-19;16:26:51;1;F1;Takeover;;;;;
Rost_3;2021-06-19;16:33:15;4;F2;Arrival;;Clup;2;;
Rost_3;2021-06-19;16:37:10;4;F2;Takeover;;;;;
Rost_3;2021-06-19;16:39:34;4;F1;Takeover;;;;;
Rost_3;2021-06-19;16:40:20;4;F2;Takeover;;;;;
Rost_3;2021-06-19;16:44:28;4;F1;Departure;;;;;
Rost_3;2021-06-19;17:18:01;3;F2;Arrival;;Clup;2;;
Rost_3;2021-06-19;17:18:27;1;F2;Takeover;;;;;
Rost_3;2021-06-19;17:19:31;3;F2;Takeover;;;;;
Rost_3;2021-06-19;17:21:23;1;F1;Takeover;;;;;
Rost_3;2021-06-19;17:37:08;1;F2;Departure;;;;;
Rost_3;2021-06-19;17:43:50;2;F1;Takeover;;;;;
Rost_3;2021-06-19;17:44:36;2;F2;Departure;;;;;
Rost_3;2021-06-19;17:49:19;3;F1;Takeover;;;;;
Rost_3;2021-06-19;17:50:40;3;F2;Departure;;;;;
Rost_3;2021-06-19;18:04:05;1;F2;Arrival;;Unidentified;;;
Rost_3;2021-06-19;18:31:31;1;F2;Takeover;;;;;
Rost_3;2021-06-19;18:33:26;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:15:27;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:28:01;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:33:26;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:35:46;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:53:32;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:56:35;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:56:45;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:57:41;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:58:02;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:58:28;1;F1;Takeover;;;;;
Rost_3;2021-06-19;19:58:52;1;F2;Takeover;;;;;
Rost_3;2021-06-19;19:59:46;1;F1;Takeover;;;;;
Rost_3;2021-06-19;20:00:27;1;F2;Takeover;;;;;
Rost_3;2021-06-19;20:04:39;1;F1;Departure;;;;;
Rost_3;2021-06-19;20:22:17;4;F1;Arrival;;Clup;2;;
Rost_3;2021-06-19;20:24:34;1;F1;Arrival;x;;;;
Rost_3;2021-06-19;20:37:51;4;F1;Takeover;;;;;
Rost_3;2021-06-19;20:44:12;4;F2;Departure;;;;;
Rost_3;2021-06-19;20:45:57;3;F2;Arrival;;Clup;2;;
Rost_3;2021-06-19;20:46:27;3;F2;Takeover;;;;;
Rost_3;2021-06-19;20:47:27;3;F1;Departure;;;;;
Rost_3;2021-06-19;20:49:17;1;F1;Departure;;;;;
