Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Röst_3;2020-07-02;15:00:00;1;F1;Start;;;;;has a chick
Röst_3;2020-07-02;15:00:00;2;F1;Start;;;;;has a chick
Röst_3;2020-07-02;15:00:00;3;F1;Start;;;;;has a chick
Röst_3;2020-07-02;15:00:00;4;F1;Start;;;;;has a chick
Röst_3;2020-07-02;15:00:00;5;F1;Start;;;;;
Röst_3;2020-07-02;15:53:59;4;F2;Arrival;;Clup;2;;
Röst_3;2020-07-02;16:03:16;4;F2;Takeover;;;;;
Röst_3;2020-07-02;16:04:50;4;F1;Departure;;;;;
Röst_3;2020-07-02;17:28:29;2;F2;Arrival;;Clup;3;;
Röst_3;2020-07-02;17:29:59;3;F2;Arrival;;Clup;3;;
Röst_3;2020-07-02;17:30:24;3;F2;Takeover;;;;;
Röst_3;2020-07-02;17:34:20;3;F1;Takeover;;;;;
Röst_3;2020-07-02;17:41:39;3;F2;Takeover;;;;;
Röst_3;2020-07-02;17:44:28;3;F1;Departure;;;;;
Röst_3;2020-07-02;17:51:52;2;F2;Takeover;;;;;
Röst_3;2020-07-02;17:52:10;5;F2;Arrival;x;;;;
Röst_3;2020-07-02;18:11:38;2;F1;Departure;;;;;
Röst_3;2020-07-02;18:32:48;1;F2;Arrival;x;;;;
Röst_3;2020-07-02;18:34:07;1;F2;Takeover;;;;;
Röst_3;2020-07-02;18:35:13;1;F1;Takeover;;;;;
Röst_3;2020-07-02;18:39:14;2;F1;Arrival;;Unidentified;;;Tobis?
Röst_3;2020-07-02;18:40:38;2;F1;Takeover;;;;;
Röst_3;2020-07-02;18:43:14;2;F2;Takeover;;;;;
Röst_3;2020-07-02;18:47:55;2;F1;Takeover;;;;;
Röst_3;2020-07-02;18:50:58;1;F2;Takeover;;;;;
Röst_3;2020-07-02;19:01:21;1;F1;Departure;;;;;
Röst_3;2020-07-02;19:10:32;1;F1;Arrival;x;;;;
Röst_3;2020-07-02;19:37:17;4;F2;Arrival;;Clup;2;;
Röst_3;2020-07-02;19:41:11;4;F2;Departure;;;;;
Röst_3;2020-07-02;19:41:30;5;F2;Takeover;;;;;
Röst_3;2020-07-02;19:46:25;5;F1;Departure;;;;;
Röst_3;2020-07-02;19:52:07;3;F1;Arrival;;Clup;2;;
Röst_3;2020-07-02;20:00:27;4;F2;Arrival;;Clup;2;;
Röst_3;2020-07-02;20:01:13;1;F1;Departure;;;;;
Röst_3;2020-07-02;20:12:22;4;F2;Takeover;;;;;
Röst_3;2020-07-02;20:15:55;4;F1;Takeover;;;;;
Röst_3;2020-07-02;20:17:14;4;F2;Departure;;;;;
Röst_3;2020-07-02;20:23:32;3;F1;Takeover;;;;;
Röst_3;2020-07-02;20:31:33;3;F2;Takeover;;;;;
Röst_3;2020-07-02;20:47:13;3;F1;Takeover;;;;;
Röst_3;2020-07-02;20:51:24;3;F2;Takeover;;;;;
Röst_3;2020-07-02;20:52:13;3;F1;Departure;;;;;
