Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2020-06-21;15:00:00;1;F1;Start;;;;;
Triangle_3;2020-06-21;15:00:00;2;F1;Start;;;;;
Triangle_3;2020-06-21;15:00:00;3;F1;Start;;;;;
Triangle_3;2020-06-21;15:00:00;3;F2;Start;;;;;
Triangle_3;2020-06-21;15:48:15;3;F2;Departure;;;;;
Triangle_3;2020-06-21;16:05:55;3;F2;Arrival;x;;;;
Triangle_3;2020-06-21;16:08:35;3;F2;Takeover;;;;;
Triangle_3;2020-06-21;16:09:58;3;F1;Takeover;;;;;
Triangle_3;2020-06-21;16:25:37;3;F2;Takeover;;;;;
Triangle_3;2020-06-21;16:49:50;3;F1;Takeover;;;;;
Triangle_3;2020-06-21;18:18:49;3;F2;Takeover;;;;;
Triangle_3;2020-06-21;18:19:57;3;F1;Takeover;;;;;
Triangle_3;2020-06-21;19:48:34;3;F2;Takeover;;;;;
Triangle_3;2020-06-21;19:50:09;3;F1;Departure;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
