Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Triangle_3;2021-06-17;15:00:00;1;F1;Start;;;;;left side of ledge
Triangle_3;2021-06-17;15:00:00;2;F1;Start;;;;;vid kröken
Triangle_3;2021-06-17;15:00:00;3;F1;Start;;;;;till höger om par 2
Triangle_3;2021-06-17;16:22:12;2;F2;Arrival;x;;;;
Triangle_3;2021-06-17;16:31:37;2;F2;Departure;;;;;
Triangle_3;2021-06-17;16:46:55;2;F2;Arrival;x;;;;
Triangle_3;2021-06-17;16:53:44;2;F2;Departure;;;;;
Triangle_3;2021-06-17;17:53:26;3;F2;Arrival;x;;;;
Triangle_3;2021-06-17;17:56:29;3;F2;Takeover;;;;;
Triangle_3;2021-06-17;17:58:07;3;F1;Departure;;;;;
