Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2020-06-06;15:00:00;1;F1;Start;;;;;
Farallon_3;2020-06-06;15:00:00;2;F1;Start;;;;;
Farallon_3;2020-06-06;15:00:00;3;F1;Start;;;;;
Farallon_3;2020-06-06;15:00:00;4;F1;Start;;;;;
Farallon_3;2020-06-06;15:00:00;5;F1;Start;;;;;
Farallon_3;2020-06-06;15:00:00;6;F1;Start;;;;;
Farallon_3;2020-06-06;15:24:13;4;F2;Arrival;x;;;;
Farallon_3;2020-06-06;15:25:46;4;F2;Takeover;;;;;
Farallon_3;2020-06-06;15:31:27;4;F1;Departure;;;;;
Farallon_3;2020-06-06;17:07:24;2;F2;Arrival;x;;;;
Farallon_3;2020-06-06;19:33:12;2;F2;Takeover;;;;;
Farallon_3;2020-06-06;19:35:35;2;F1;Departure;;;;;
Farallon_3;2020-06-06;19:41:32;2;F1;Arrival;x;;;;
Farallon_3;2020-06-06;19:48:40;2;F1;Departure;;;;;
Farallon_3;2020-06-06;20:15:39;4;F1;Arrival;x;;;;
Farallon_3;2020-06-06;20:34:11;1;F2;Arrival;x;;;;
Farallon_3;2020-06-06;20:39:45;1;F2;Takeover;;;;;
Farallon_3;2020-06-06;20:43:07;1;F1;Departure;;;;;
Farallon_3;2020-06-06;20:52:08;1;F1;Arrival;x;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
