PairID;BrAttempt;EggDate;HatchDate;ChickGoneDate;EggLossDate;FailureCause;BreedSucc;EggPosX;EggPosY;EggExact;HatchExact;FledgeExact;ChickMinAge;Comment
Rost-3-2013-2;1;2013-05-07;;;2013-06-27;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 130627
Farallon-3-2013-1;1;2013-05-08;2013-06-10;2013-06-30;;;1;NA;NA;1;1;NA;20;
Rost-3-2013-1;1;2013-05-09;2013-06-10;2013-07-01;;;1;NA;NA;1;1;NA;20;This chick was ringed on the north table on 120630 with STÅL ACD 877 and orange plastic ring with black letters UK0. 
Rost-3-2013-3;1;2013-05-09;2013-06-09;2013-07-01;;;1;NA;NA;2;1;NA;21;
Rost-2-2013-2;1;2013-05-10;2013-06-11;2013-07-04;;;1;NA;NA;1;1;1;23;
Rost-3-2013-5;1;2013-05-10;2013-06-12;2013-07-02;;;1;NA;NA;1;1;1;19;
Farallon-3-2013-2;1;2013-05-11;2013-06-13;2013-07-01;;;1;NA;NA;1;1;1;17;
Farallon-3-2013-4;1;2013-05-11;2013-06-14;2013-07-01;;;1;NA;NA;1;1;1;17;
Bonden-2-2013-1;1;2013-05-12;2013-06-14;2013-07-02;;;1;NA;NA;1;2;1;18;
Farallon-2-2013-1;1;2013-05-16;;;2013-05-17;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 130517. ger nog upp efter första försöket
Farallon-3-2013-3;1;2013-05-17;;;2013-05-23;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 130523
Farallon-3-2013-5;1;2013-05-26;2013-06-22;2013-07-13;;;1;NA;NA;1;1;1;21;
Farallon-1-2013-1;1;2013-05-28;2013-06-29;2013-07-14;;;1;NA;NA;1;1;1;15;
Farallon-2-2013-2;1;2013-05-28;;;2013-06-28;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 130628 (säkerhet 2). Flyttar 2014 till Farallon 1 och blir där par 2
Farallon-3-2013-3;2;2013-06-02;;;2013-06-22;;0;NA;NA;1;NA;NA;NA;Ä2 förlorat 130622.
Rost-2-2014-1;1;2014-04-30;2014-06-04;2014-06-27;;;1;NA;NA;4;1;NA;23;"Ägg lagt innan obsstart. Exakthet ""4"" är en höftning, första obs är 30/4"
Bonden-1-2014-1;1;2014-04-30;2014-06-01;2014-06-25;;;1;NA;NA;4;1;1;24;"Ägg lagt innan obsstart. Exakthet ""4"" är en höftning, första obs är 30/4"
Rost-2-2014-3;1;2014-05-01;2014-06-03;2014-06-05;;;0;NA;NA;NA;1;NA;NA;U1 lost 5Jun, Ä1 förlorat 8 juli <- DETTA KAN INTE STÄMMA / PAB 2019
Rost-3-2014-5;1;2014-05-02;2014-06-04;2014-06-26;;;1;NA;NA;1;1;1;22;
Rost-2-2014-2;1;2014-05-03;2014-06-06;2014-06-28;;;1;NA;NA;1;1;1;22;
Rost-3-2014-1;1;2014-05-04;2014-06-04;2014-06-26;;;1;NA;NA;1;1;2;21;
Rost-3-2014-3;1;2014-05-05;2014-06-07;2014-07-06;;;1;NA;NA;1;1;1;29;
Rost-3-2014-2;1;2014-05-06;2014-06-09;2014-06-28;;;1;NA;NA;1;2;1;19;
Bonden-3-2014-1;1;2014-05-07;2014-06-08;2014-06-30;;;1;NA;NA;1;1;1;22;
Farallon-3-2014-4;1;2014-05-08;;;2014-07-02;;0;NA;NA;1;NA;NA;NA;Ä1 lost 2Jul
Farallon-3-2014-1;1;2014-05-08;2014-06-11;2014-06-30;;;1;NA;NA;1;1;1;19;
Farallon-3-2014-2;1;2014-05-09;2014-06-11;2014-07-01;;;1;NA;NA;1;1;1;20;
Farallon-1-2014-1;1;2014-05-11;2014-06-12;2014-06-28;;;1;NA;NA;1;1;1;20;
Triangle-3-2014-1;1;2014-05-12;;;2014-06-30;;0;NA;NA;1;NA;NA;NA;Ä1 lost 30Jun
Farallon-3-2014-5;1;2014-05-13;2014-06-15;2014-07-05;;;1;NA;NA;1;1;1;20;
Rost-2-2014-4;1;2014-05-17;2014-06-21;2014-07-08;;;1;NA;NA;1;1;1;17;
Bonden-4-2014-1;1;2014-05-18;;;2014-06-27;;0;NA;NA;1;NA;NA;NA;Ä1 lost 27Jun
Farallon-3-2014-3;1;2014-05-20;2014-06-23;2014-07-04;;;0;NA;NA;1;1;1;11;U för ung för att räknas som flygg. Med i beräkningarna.
Bonden-2-2014-1;1;2014-05-28;2014-06-11;2014-06-28;;;1;NA;NA;NA;NA;1;16;
Farallon-1-2014-2;1;2014-05-30;;;2014-06-25;;0;NA;NA;2;NA;NA;NA;Ä1 lost 25Jun
Rost-3-2014-4;1;2014-06-05;;;2014-06-07;;0;NA;NA;1;NA;NA;NA;Ä1 lost 6Jul
Rost-2-2014-3;2;2014-06-22;;;2014-07-08;;0;NA;NA;NA;NA;NA;NA;U1 lost 5Jun, Ä1 förlorat 8 juli <- DETTA KAN INTE STÄMMA / PAB 2019
Rost-2-2015-1;1;2015-05-05;2015-06-09;2015-07-01;;;1;NA;NA;1;3;1;22;
Rost-2-2015-3;1;2015-05-06;2015-06-07;2015-06-28;;;1;NA;NA;1;1;1;21;
Rost-2-2015-2;1;2015-05-06;2015-06-09;2015-07-01;;;1;NA;NA;1;1;1;22;
Rost-3-2015-1;1;2015-05-06;;;2015-05-15;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 15/5 2015
Rost-3-2015-2;1;2015-05-06;;;2015-05-17;Ägg övergivet;0;NA;NA;1;NA;NA;NA;U för ung för att räknas som flygg, med i beräkningarna
Bonden-1-2015-1;1;2015-05-07;2015-06-08;2015-06-29;;;1;NA;NA;1;1;1;21;
Farallon-3-2015-1;1;2015-05-09;2015-06-12;2015-07-02;;;1;NA;NA;1;1;1;20;
Bonden-3-2015-1;1;2015-05-10;2015-06-13;2015-07-01;;;1;NA;NA;1;6;1;18;
Farallon-3-2015-2;1;2015-05-10;;;2015-05-18;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 18/5 2015
Farallon-3-2015-3;1;2015-05-11;2015-06-13;2015-07-01;;;1;NA;NA;1;1;1;18;
Farallon-3-2015-4;1;2015-05-12;2015-06-14;2015-07-03;;;1;NA;NA;1;1;1;19;
Farallon-3-2015-5;1;2015-05-12;;;2015-07-15;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 1/7 2015
Rost-2-2015-4;1;2015-05-12;2015-06-15;2015-07-05;;;1;NA;NA;1;2;1;20;
Rost-3-2015-3;1;2015-05-12;2015-06-09;2015-06-29;;;1;NA;NA;1;1;1;20;
