"ID"	"PairID"	"BrAttempt"	"EggDate"	"HatchDate"	"ChickGoneDate"	"EggLossDate"	"FailureCause"	"EggCol"	"BreedSucc"	"EggPosX"	"EggPosY"	"EggExact"	"HatchExact"	"FledgeExact"	"ChickMinAge"	"DateEggLost"	"Comment"	"Field15"	"Field16"	"Field17"	"Field18"	"Field19"	"Field20"	"Field21"	"Field22"	"Field23"	"Field24"	"Field25"	"Field26"	"Field27"	"Field28"	"Field29"	"Field30"	"Field31"	"Field32"	"Field33"	"Field34"	"Field35"	"Field36"	"Field37"	"Field38"	"Field39"	"Field40"	"Field41"	"Field42"	"Field43"	"Field44"	"Field45"	"Field46"	"Field47"	"Field48"	"Field49"	"Field50"	"Field51"	"Field52"	"Field53"	"Field54"	"Field55"	"Field56"	"Field57"	"Field58"	"Field59"	"Field60"	"Field61"	"Field62"	"Field63"	"Field64"	"Field65"	"Field66"	"Field67"	"Field68"	"Field69"	"Field70"	"Field71"	"Field72"	"Field73"	"Field74"	"Field75"	"Field76"	"Field77"	"Field78"	"Field79"	"Field80"	"Field81"	"Field82"	"Field83"	"Field84"	"Field85"	"Field86"	"Field87"	"Field88"	"Field89"	"Field90"	"Field91"	"Field92"	"Field93"	"Field94"	"Field95"	"Field96"	"Field97"
96	"Bonden-1-2013-1"	"1"	2013-5-4 00:00:00	2013-6-7 00:00:00	2013-6-29 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
97	"Bonden-2-2013-1"	"1"	2013-5-12 00:00:00	2013-6-14 00:00:00	2013-7-2 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"2"	"1"	"18"																																																																																					
98	"Bonden-3-2013-1"	"1"	2013-5-7 00:00:00	2013-6-8 00:00:00	2013-6-27 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
99	"Farallon-1-2013-1"	"1"	2013-5-28 00:00:00	2013-6-29 00:00:00	2013-7-14 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"15"																																																																																					
100	"Farallon-2-2013-2"	"1"	2013-5-28 00:00:00			2013-6-28 00:00:00		"Light green"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2013-6-28 00:00:00	"Ä1 forlorat 130628 (säkerhet 2). Flyttar 2014 till Farallon 1 och blir där par 2"																																																																																			
101	"Rost-2-2013-3"	"1"	2013-5-5 00:00:00	2013-6-8 00:00:00	2013-6-27 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
102	"Rost-3-2013-2"	"1"	2013-5-7 00:00:00			2013-6-27 00:00:00		"Light green"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2013-6-27 00:00:00	"Ä1 forlorat 130627"																																																																																			
103	"Rost-3-2013-5"	"1"	2013-5-10 00:00:00	2013-6-12 00:00:00	2013-7-2 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
104	"Rost-2-2014-3"	"1"	2014-5-1 00:00:00	2014-6-3 00:00:00	2014-6-5 00:00:00			"Light green"	"0"	"NA"	"NA"	"NA"	"1"	"NA"	"NA"		"U1 lost 5Jun, Ä1 forlorat 8 juli <- DETTA KAN INTE STÄMMA / PAB 2019"																																																																																			
105	"Rost-2-2014-2"	"1"	2014-5-3 00:00:00	2014-6-6 00:00:00	2014-6-28 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
106	"Rost-3-2014-5"	"1"	2014-5-2 00:00:00	2014-6-4 00:00:00	2014-6-26 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
107	"Rost-3-2014-4"	"1"	2014-6-5 00:00:00			2014-6-7 00:00:00		"Light green"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2014-6-6 00:00:00	"Ä1 lost 6Jul"																																																																																			
108	"Bonden-1-2016-1"	"1"	2016-5-2 00:00:00	2016-6-3 00:00:00	2016-6-24 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"2"	"2"	"20"																																																																																					
109	"Bonden-3-2016-1"	"1"	2016-5-8 00:00:00	2016-6-11 00:00:00	2016-6-30 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"3"	"1"	"19"																																																																																					
110	"Bonden-4-2016-3"	"1"	2016-5-18 00:00:00	2016-6-20 00:00:00	2016-7-9 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
111	"Farallon-1-2016-3"	"1"	2016-5-29 00:00:00	2016-7-1 00:00:00	2016-7-9 00:00:00			"Light green"	"0"	"NA"	"NA"	"1"	"2"	"1"	"8"		"For ung for att räknas som flygg."																																																																																			
112	"Rost-2-2016-5"	"1"	2016-5-16 00:00:00	2016-6-10 00:00:00	2016-6-29 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
113	"Rost-3-2016-2"	"1"	2016-5-12 00:00:00	2016-6-13 00:00:00	2016-7-1 00:00:00			"Light green"	"1"	"NA"	"NA"	"2"	"1"	"1"	"18"																																																																																					
114	"Rost-3-2016-5"	"1"	2016-5-7 00:00:00	2016-6-9 00:00:00	2016-7-2 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"23"																																																																																					
115	"Rost-2-2011-2"	"1"	2011-5-27 00:00:00			2011-6-7 00:00:00		"NA"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2011-6-7 00:00:00	"Ä1 borta 06-07"																																																																																			
116	"Rost-3-2011-3"	"1"	2011-5-14 00:00:00	2011-6-10 00:00:00	2011-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"NA"	"3"	"1"	"25"																																																																																					
117	"Farallon-3-2013-3"	"1"	2013-5-17 00:00:00			2013-5-23 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2013-5-23 00:00:00	"Ä1 forlorat 130523"																																																																																			
118	"Rost-3-2013-3"	"1"	2013-5-9 00:00:00	2013-6-9 00:00:00	2013-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"2"	"1"	"NA"	"21"																																																																																					
119	"Bonden-2-2014-1"	"1"	2014-5-28 00:00:00	2014-6-11 00:00:00	2014-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"NA"	"NA"	"1"	"16"																																																																																					
120	"Bonden-3-2014-1"	"1"	2014-5-7 00:00:00	2014-6-8 00:00:00	2014-6-30 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
121	"Farallon-1-2014-1"	"1"	2014-5-11 00:00:00	2014-6-12 00:00:00	2014-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
122	"Farallon-3-2014-2"	"1"	2014-5-9 00:00:00	2014-6-11 00:00:00	2014-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
123	"Farallon-3-2014-5"	"1"	2014-5-13 00:00:00	2014-6-15 00:00:00	2014-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
124	"Farallon-3-2014-3"	"1"	2014-5-20 00:00:00	2014-6-23 00:00:00	2014-7-4 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"1"	"11"		"U for ung for att räknas som flygg. Med i beräkningarna."																																																																																			
125	"Rost-2-2014-4"	"1"	2014-5-17 00:00:00	2014-6-21 00:00:00	2014-7-8 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"																																																																																					
126	"Bonden-1-2015-1"	"1"	2015-5-7 00:00:00	2015-6-8 00:00:00	2015-6-29 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
127	"Bonden-2-2015-1"	"1"	2015-5-13 00:00:00	2015-6-14 00:00:00	2015-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"3"	"4"	"1"	"21"																																																																																					
128	"Bonden-3-2015-1"	"1"	2015-5-10 00:00:00	2015-6-13 00:00:00	2015-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"6"	"1"	"18"																																																																																					
129	"Bonden-4-2015-1"	"1"	2015-5-15 00:00:00			2015-6-22 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-6-22 00:00:00	"Ä1 forlorat 22/6 2015"																																																																																			
130	"Bonden-4-2015-2"	"1"	2015-6-11 00:00:00	2015-7-11 00:00:00				"NA"	"NA"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"Häckning ej avslutad 19/7, fortf unge. EJ MED I BERÄKNINGARNA!"																																																																																			
131	"Farallon-1-2015-1"	"1"	2015-6-12 00:00:00	2015-6-12 00:00:00	2015-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"16"																																																																																					
132	"Farallon-1-2015-2"	"1"	2015-5-16 00:00:00	2015-6-17 00:00:00	2015-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"18"																																																																																					
133	"Farallon-1-2015-3"	"1"	2015-6-1 00:00:00			2015-6-2 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-6-2 00:00:00	"Ä1 forlorat 2/6 2015"																																																																																			
134	"Farallon-3-2015-3"	"1"	2015-5-11 00:00:00	2015-6-13 00:00:00	2015-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"18"																																																																																					
135	"Farallon-3-2015-4"	"1"	2015-5-12 00:00:00	2015-6-14 00:00:00	2015-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
136	"Farallon-3-2015-1"	"1"	2015-5-9 00:00:00	2015-6-12 00:00:00	2015-7-2 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
137	"Farallon-3-2015-2"	"1"	2015-5-10 00:00:00			2015-5-18 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-5-18 00:00:00	"Ä1 forlorat 18/5 2015"																																																																																			
138	"Farallon-3-2015-5"	"1"	2015-5-12 00:00:00			2015-7-15 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-7-1 00:00:00	"Ä1 forlorat 1/7 2015"																																																																																			
139	"Farallon-3-2015-6"	"1"	2015-5-15 00:00:00			2015-6-13 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-6-13 00:00:00	"Ä1 forlorat 13/6 2015"																																																																																			
140	"Rost-2-2015-4"	"1"	2015-5-12 00:00:00	2015-6-15 00:00:00	2015-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"20"																																																																																					
141	"Rost-2-2015-3"	"1"	2015-5-6 00:00:00	2015-6-7 00:00:00	2015-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
142	"Rost-2-2015-1"	"1"	2015-5-5 00:00:00	2015-6-9 00:00:00	2015-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"3"	"1"	"22"																																																																																					
143	"Rost-2-2015-2"	"1"	2015-5-6 00:00:00	2015-6-9 00:00:00	2015-7-1 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
144	"Rost-3-2015-3"	"1"	2015-5-12 00:00:00	2015-6-9 00:00:00	2015-6-29 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
145	"Rost-3-2015-5"	"1"	2015-5-27 00:00:00	2015-6-28 00:00:00	2015-7-19 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
146	"Rost-3-2015-1"	"1"	2015-5-6 00:00:00			2015-5-15 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-5-15 00:00:00	"Ä1 forlorat 15/5 2015"																																																																																			
147	"Rost-3-2015-2"	"1"	2015-5-6 00:00:00			2015-5-17 00:00:00	"Ägg overgivet"	"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"		"U for ung for att räknas som flygg, med i beräkningarna"																																																																																			
148	"Rost-3-2015-4"	"1"	2015-5-13 00:00:00			2015-5-13 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-5-13 00:00:00	"Ä1 forlorat 13/5 2015"																																																																																			
149	"Triangle-2-2015-2"	"1"	2015-5-31 00:00:00	2015-7-5 00:00:00	2015-7-17 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"1"	"12"		"U for ung for att räknas som flygg, med i beräkningarna"																																																																																			
150	"Triangle-3-2015-1"	"1"	2015-5-12 00:00:00	2015-6-12 00:00:00	2015-6-28 00:00:00		"Human disturbance"	"NA"	"NA"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"U1 borta 28/6 2015, hoppade vid fångstforsok. EJ MED I BERÄKNINGARNA!"																																																																																			
151	"Bonden-2-2016-1"	"1"	2016-5-18 00:00:00	2016-6-16 00:00:00	2016-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"4"	"4"	"1"	"20"																																																																																					
152	"Bonden-4-2016-1"	"1"	2016-5-12 00:00:00	2016-6-16 00:00:00	2016-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"2"	"1"	"1"	"19"																																																																																					
153	"Bonden-4-2016-2"	"1"	2016-5-13 00:00:00	2016-6-14 00:00:00	2016-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
154	"Farallon-1-2016-1"	"1"	2016-5-5 00:00:00	2016-6-6 00:00:00	2016-6-25 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
155	"Farallon-2-2016-1"	"1"	2016-5-15 00:00:00			2016-5-24 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2016-5-24 00:00:00	"Ä1 forlorat 24/5"																																																																																			
156	"Farallon-3-2016-3"	"1"	2016-5-13 00:00:00	2016-6-15 00:00:00	2016-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
157	"Rost-3-2016-1"	"1"	2016-5-14 00:00:00	2016-6-16 00:00:00	2016-7-9 00:00:00			"NA"	"NA"	"NA"	"NA"	"1"	"1"	"1"	"23"		"U märkt som YN:AR4 ACX884. U ramlade ner till lägre hylla dagtid, forälder foljde med. Omojligt att veta om unge klarat sig eller ej. EJ MED I BERÄKNINGARNA!"																																																																																			
158	"Rost-3-2016-3"	"1"	2016-5-13 00:00:00	2016-6-14 00:00:00	2016-7-7 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"23"		"U märkt som YN:AR5 "																																																																																			
159	"Triangle-2-2016-3"	"1"	2016-5-16 00:00:00	2016-6-19 00:00:00	2016-7-9 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
160	"Triangle-2-2016-4"	"1"	2016-5-31 00:00:00	2016-7-5 00:00:00	2016-7-15 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"1"	"10"		"For ung for att räknas som flygg."																																																																																			
161	"Bonden-1-2017-1"	"1"	2017-5-4 00:00:00	2017-6-5 00:00:00	2017-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"23"																																																																																					
162	"Bonden-2-2017-1"	"1"	2017-5-15 00:00:00	2017-6-16 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"4"	"1"	"19"																																																																																					
163	"Bonden-3-2017-1"	"1"	2017-5-10 00:00:00	2017-6-14 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"3"	"17"																																																																																					
164	"Bonden-4-2017-4"	"1"	2017-5-18 00:00:00	2017-6-21 00:00:00	2017-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"15"																																																																																					
165	"Bonden-4-2017-3"	"1"	2017-5-12 00:00:00	2017-6-17 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"8"	"1"	"18"																																																																																					
166	"Bonden-4-2017-1"	"1"	2017-5-11 00:00:00	2017-6-13 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"20"																																																																																					
167	"Bonden-4-2017-2"	"1"	2017-5-10 00:00:00	2017-6-13 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
168	"Bonden-5-2017-1"	"1"	2017-5-24 00:00:00			2017-6-17 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-17 00:00:00	"Ä1 forlorat 20170617"																																																																																			
169	"Bonden-5-2017-3"	"1"	2017-5-26 00:00:00			2017-6-23 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-23 00:00:00	"Ä1 forlorat 20170623"																																																																																			
170	"Bonden-5-2017-2"	"1"	2017-5-26 00:00:00	2017-6-30 00:00:00	2017-7-10 00:00:00			"NA"	"NA"	"NA"	"NA"	"1"	"2"	"1"	"10?"		"Par 2 tog over platsen tillhorande par 1 när dessas ägg forlorades. Oklar flyggdag for par 2, då Ä-obsar gjorts efter det att U-obsar gjorts på slutet. Felaktigt inskrivna Ä när det borde varit U? For osäkert, EJ MED I BERÄKNINGARNA."																																																																																			
171	"Bonden-6-2017-1"	"1"	2017-5-26 00:00:00			2017-6-22 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-22 00:00:00	"Ä1 forlorat 20170622"																																																																																			
172	"Bonden-6-2017-2"	"1"	2017-5-31 00:00:00			2017-6-21 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-21 00:00:00	"Ä1 forlorat 20170621"																																																																																			
173	"Bonden-6-2017-3"	"1"	2017-6-13 00:00:00			2017-7-6 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-7-6 00:00:00	"Ä1 forlorat 20170706"																																																																																			
174	"Farallon-1-2017-2"	"1"	2017-5-15 00:00:00					"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"		"Oklara obsar gällande om ägg kläcktes eller ej. Häckning misslyckad oavsett. MED I BERÄKNINGARNA. *ABH111 häckade med ABH792 2016, finns inga anteckningar om att ABH111 hor till samma par 2017, men har obsats på samma hylla 13 ggr under 2017."																																																																																			
175	"Farallon-1-2017-3"	"1"	2017-6-3 00:00:00			2017-6-5 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-5 00:00:00	"Ä1 forlorat 20170605"																																																																																			
176	"Farallon-1-2017-4"	"1"	2017-5-15 00:00:00	2017-6-17 00:00:00	2017-7-2 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"2"	"14"		"For ung for att räknas som flygg"																																																																																			
177	"Farallon-1-2017-1"	"1"	2017-5-12 00:00:00	2017-6-11 00:00:00	2017-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"																																																																																					
178	"Farallon-2-2017-1"	"1"	2017-5-15 00:00:00	2017-6-17 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"18"																																																																																					
179	"Farallon-3-2017-3"	"1"	2017-5-18 00:00:00			2017-6-19 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-19 00:00:00	"Ä1 forlorat 20170619 (ev just kläckt ägg, ungen iaf observerad dod men ingen U sedd tidigare dagar)."																																																																																			
180	"Farallon-3-2017-4"	"1"	2017-5-14 00:00:00			2017-7-3 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-7-3 00:00:00	"Ä1 forlorat 20170703"																																																																																			
181	"Farallon-3-2017-7"	"1"	2017-5-13 00:00:00	2017-6-15 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"18"																																																																																					
182	"Farallon-3-2017-1"	"1"	2017-5-11 00:00:00	2017-6-15 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
183	"Farallon-3-2017-5"	"1"	2017-5-13 00:00:00	2017-6-15 00:00:00	2017-7-5 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
184	"Farallon-3-2017-8"	"1"	2017-5-12 00:00:00	2017-6-13 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"20"																																																																																					
185	"Farallon-3-2017-2"	"1"	2017-5-10 00:00:00	2017-6-12 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
186	"Farallon-4-2017-1"	"1"	2017-5-15 00:00:00	2017-6-20 00:00:00	2017-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"13"	"1"	"16"																																																																																					
187	"Farallon-4-2017-2"	"1"	2017-5-21 00:00:00	2017-6-20 00:00:00	2017-7-7 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"																																																																																					
188	"Farallon-5-2017-1"	"1"	2017-5-30 00:00:00			2017-5-31 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-5-31 00:00:00	"Ä1 forlorat 20170531"																																																																																			
189	"Rost-2-2017-1"	"1"	2017-5-11 00:00:00			2017-7-4 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-7-4 00:00:00	"Ä1 forlorat 20170704"																																																																																			
190	"Rost-2-2017-5"	"1"	2017-5-19 00:00:00	2017-6-22 00:00:00	2017-7-6 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"3"	"1"	"14"		"For ung for att räknas som flygg"																																																																																			
191	"Rost-2-2017-4"	"1"	2017-5-18 00:00:00	2017-6-20 00:00:00	2017-7-9 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"2"	"18"		"Anteckning gor gällande att en av fåglarna kan ha en stålring som slutar på ""68"", någon sådan fågel har dock aldrig obsats i ovrigt på den hyllan under hela säsongen"																																																																																			
192	"Rost-2-2017-3"	"1"	2017-5-6 00:00:00	2017-6-9 00:00:00	2017-6-30 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"2"	"20"																																																																																					
193	"Rost-2-2017-2"	"1"	2017-5-10 00:00:00	2017-6-14 00:00:00	2017-7-7 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"23"																																																																																					
194	"Rost-3-2017-1"	"1"	2017-5-9 00:00:00	2017-6-11 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"22"																																																																																					
195	"Rost-3-2017-5"	"1"	2017-5-16 00:00:00	2017-6-18 00:00:00	2017-6-26 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"1"	"8"		"For ung for att räknas som flygg"																																																																																			
196	"Rost-3-2017-2"	"1"	2017-5-24 00:00:00	2017-6-25 00:00:00	2017-7-9 00:00:00			"NA"	"NA"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"Oklarheter ang flyggdag pga rorigt på hyllan. EJ MED I BERÄKNINGARNA."																																																																																			
197	"Rost-3-2017-3"	"1"	2017-5-10 00:00:00	2017-6-12 00:00:00	2017-7-4 00:00:00			"NA"	"NA"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"Oklarheter ang flyggdag pga rorigt på hyllan. EJ MED I BERÄKNINGARNA."																																																																																			
198	"Rost-3-2017-4"	"1"	2017-5-17 00:00:00	2017-6-19 00:00:00	2017-7-9 00:00:00			"NA"	"NA"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"Oklarheter ang flyggdag pga rorigt på hyllan. EJ MED I BERÄKNINGARNA."																																																																																			
199	"Rost-5-2017-5"	"1"	2017-5-21 00:00:00	2017-6-26 00:00:00	2017-7-15 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"3"	"1"	"19"																																																																																					
200	"Rost-5-2017-4"	"1"	2017-5-10 00:00:00	2017-6-16 00:00:00	2017-7-7 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
201	"Rost-5-2017-3"	"1"	2017-5-11 00:00:00	2017-6-14 00:00:00	2017-7-7 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"23"																																																																																					
202	"Rost-6-2017-1"	"1"	2017-5-23 00:00:00	2017-6-24 00:00:00				"NA"	"NA"	"NA"	"NA"	"2"	"1"	"NA"	"NA"		"Häckning ej avslutad vid studiens slut. EJ MED I BERÄKNINGARNA."																																																																																			
203	"Rost-6-2017-2"	"1"	2017-6-17 00:00:00			2017-7-7 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-7-7 00:00:00	"Ä1 forlorat 20170707"																																																																																			
204	"Triangle-1-2017-1"	"1"	2017-5-26 00:00:00	2017-6-26 00:00:00	2017-7-15 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
205	"Triangle-2-2017-1"	"1"	2017-5-14 00:00:00			2017-6-11 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-6-11 00:00:00	"Ä1 forlorat 20170611"																																																																																			
206	"Triangle-2-2017-5"	"1"	2017-5-21 00:00:00	2017-6-22 00:00:00	2017-7-6 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"2"	"13"		"For ung for att räknas som flygg"																																																																																			
207	"Triangle-2-2017-4"	"1"	2017-5-20 00:00:00	2017-6-23 00:00:00	2017-7-9 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"16"																																																																																					
208	"Triangle-2-2017-2"	"1"	2017-5-17 00:00:00	2017-6-20 00:00:00	2017-7-8 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"2"	"17"																																																																																					
209	"Triangle-2-2017-3"	"1"	2017-5-15 00:00:00	2017-6-18 00:00:00	2017-7-6 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"4"	"2"	"17"																																																																																					
210	"Triangle-3-2017-3"	"1"	2017-6-4 00:00:00			2017-7-5 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2017-7-5 00:00:00	"Ä1 forlorat 20170705"																																																																																			
211	"Triangle-3-2017-1"	"1"	2017-5-11 00:00:00	2017-6-15 00:00:00	2017-7-3 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"5"	"1"	"18"																																																																																					
212	"Triangle-3-2017-2"	"1"	2017-5-21 00:00:00	2017-6-23 00:00:00	2017-7-11 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"18"																																																																																					
213	"Farallon-1-2018-5"	"1"	2018-5-16 00:00:00	2018-6-18 00:00:00	2018-7-10 00:00:00			"NA"	"1"	"102"	"Inner"	"1"	"1"	"1"	"22"																																																																																					
214	"Farallon-4-2018-1"	"1"	2018-5-11 00:00:00	2018-6-14 00:00:00	2018-7-3 00:00:00			"NA"	"1"	"123"	"Inner/middle"	"1"	"1"	"1"	"19"																																																																																					
