"ID"	"PairID"	"BrAttempt"	"EggDate"	"HatchDate"	"ChickGoneDate"	"EggLossDate"	"FailureCause"	"EggCol"	"BreedSucc"	"EggPosX"	"EggPosY"	"EggExact"	"HatchExact"	"FledgeExact"	"ChickMinAge"	"DateEggLost"	"Comment"	"Field15"	"Field16"	"Field17"	"Field18"	"Field19"	"Field20"	"Field21"	"Field22"	"Field23"	"Field24"	"Field25"	"Field26"	"Field27"	"Field28"	"Field29"	"Field30"	"Field31"	"Field32"	"Field33"	"Field34"	"Field35"	"Field36"	"Field37"	"Field38"	"Field39"	"Field40"	"Field41"	"Field42"	"Field43"	"Field44"	"Field45"	"Field46"	"Field47"	"Field48"	"Field49"	"Field50"	"Field51"	"Field52"	"Field53"	"Field54"	"Field55"	"Field56"	"Field57"	"Field58"	"Field59"	"Field60"	"Field61"	"Field62"	"Field63"	"Field64"	"Field65"	"Field66"	"Field67"	"Field68"	"Field69"	"Field70"	"Field71"	"Field72"	"Field73"	"Field74"	"Field75"	"Field76"	"Field77"	"Field78"	"Field79"	"Field80"	"Field81"	"Field82"	"Field83"	"Field84"	"Field85"	"Field86"	"Field87"	"Field88"	"Field89"	"Field90"	"Field91"	"Field92"	"Field93"	"Field94"	"Field95"	"Field96"	"Field97"
215	"Farallon-4-2018-3"	"1"	2018-6-3 00:00:00	2018-7-7 00:00:00	2018-7-11 00:00:00			"NA"	"0"	"100"	"Inner/middle"	"1"	"2"	"NA"	"NA"		"U1 forlorad  11/7"																																																																																			
216	"Rost-2-2018-5"	"1"	2018-5-17 00:00:00			2018-6-30 00:00:00		"NA"	"0"	"100"	"NA"	"1"	"NA"	"NA"	"NA"	2018-6-30 00:00:00	"Ä1 forlorat 30/6. Saknade parlapp på hyllan."																																																																																			
217	"Rost-3-2014-2"	"1"	2014-5-6 00:00:00	2014-6-9 00:00:00	2014-6-28 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"19"																																																																																					
218	"Farallon-3-2010-1"	"1"	2010-5-12 00:00:00	2010-6-16 00:00:00	2010-7-3 00:00:00			"Turquoise"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"		"EM har skada på underdelen av näbben"																																																																																			
219	"Rost-3-2010-3"	"1"	2010-5-14 00:00:00	2010-6-17 00:00:00	2010-7-13 00:00:00			"Turquoise"	"1"	"NA"	"NA"	"1"	"2"	"1"	"26"																																																																																					
220	"Triangle-2-2015-1"	"1"	2015-5-30 00:00:00	2015-7-2 00:00:00	2015-7-18 00:00:00			"Turquoise"	"1"	"NA"	"NA"	"1"	"1"	"1"	"16"																																																																																					
221	"Triangle-2-2015-3"	"1"	2015-6-9 00:00:00	2015-7-12 00:00:00	2015-7-13 00:00:00			"Turquoise"	"0"	"NA"	"NA"	"1"	"1"	"NA"	"NA"		"U1 borta 13/7 2015"																																																																																			
222	"Bonden-3-2010-1"	"1"	2010-5-13 00:00:00	2010-6-13 00:00:00	2010-7-2 00:00:00			"White"	"1"	"NA"	"NA"	"4"	"1"	"1"	"19"		"U ringmärkt ABP733 / STÅL R33, vikt 235 g"																																																																																			
223	"Bonden-1-2014-1"	"1"	2014-4-30 00:00:00	2014-6-1 00:00:00	2014-6-25 00:00:00			"White"	"1"	"NA"	"NA"	"4"	"1"	"1"	"24"		"Ägg lagt innan obsstart. Exakthet ""4"" är en hoftning, forsta obs är 30/4"																																																																																			
224	"Triangle-3-2014-1"	"1"	2014-5-12 00:00:00			2014-6-30 00:00:00		"White"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-6-30 00:00:00	"Ä1 lost 30Jun"																																																																																			
225	"Triangle-3-2015-2"	"1"	2015-5-22 00:00:00			2015-5-25 00:00:00		"White"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-5-25 00:00:00	"Ä1 forlorat 25/5 2015"																																																																																			
226	"Triangle-2-2016-2"	"1"	2016-5-19 00:00:00	2016-6-22 00:00:00	2016-7-9 00:00:00			"White"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"																																																																																					
227	"Triangle-3-2016-1"	"1"	2016-5-16 00:00:00	2016-6-17 00:00:00	2016-7-7 00:00:00			"White"	"1"	"NA"	"NA"	"2"	"2"	"1"	"20"																																																																																					
228	"Triangle-3-2016-2"	"1"	2016-5-31 00:00:00			2016-6-5 00:00:00		"White"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2016-6-5 00:00:00	"Ä1 forlorat 5/6"																																																																																			
229	"Bonden-5-2018-1"	"1"	2018-5-15 00:00:00	2018-6-18 00:00:00	2018-7-6 00:00:00			"White"	"1"	"136"	"Middle"	"1"	"2"	"1"	"18"																																																																																					
230	"Bonden-5-2018-4"	"1"	2018-6-13 00:00:00			2018-7-11 00:00:00		"White"	"0"	"144"	"Middle"	"1"	"NA"	"NA"	"NA"																																																																																					
231	"Farallon-1-2018-2"	"1"	2018-5-11 00:00:00			2018-7-15 00:00:00		"White"	"0"	"192"	"Inner"	"1"	"NA"	"NA"	"NA"																																																																																					
232	"Farallon-5-2018-1"	"1"	2018-5-27 00:00:00	2018-7-2 00:00:00	2018-7-15 00:00:00			"White"	"0"	"237"	"Middle"	"1"	"1"	"1"	"13"		"U for ung vid forsvinnande for att kunna räknas som flygg. Med i beräkningarna."																																																																																			
233	"Triangle-1-2018-3"	"1"	2018-5-19 00:00:00	2018-6-23 00:00:00	2018-7-11 00:00:00			"White"	"1"	"179"	"Inner"	"1"	"1"	"1"	"18"																																																																																					
234	"Triangle-2-2018-4"	"1"	2018-5-17 00:00:00	2018-6-20 00:00:00	2018-7-5 00:00:00			"White"	"1"	"177"	"Inner"	"1"	"1"	"1"	"15"																																																																																					
235	"Triangle-3-2018-1"	"1"	2018-5-10 00:00:00	2018-6-13 00:00:00	2018-7-5 00:00:00			"White"	"1"	"251"	"Inner"	"1"	"1"	"1"	"22"																																																																																					
236	"Bonden-1-2018-1"	"1"	2018-5-6 00:00:00	2018-6-7 00:00:00	2018-6-28 00:00:00			"Light turquoise"	"1"	"108"	"Inner"	"1"	"2"	"2"	"20"																																																																																					
237	"Bonden-4-2018-1"	"1"	2018-5-11 00:00:00	2018-6-13 00:00:00	2018-7-5 00:00:00			"Light turquoise"	"1"	"128"	"Inner/middle"	"1"	"1"	"1"	"22"																																																																																					
238	"Farallon-3-2018-4"	"1"	2018-5-12 00:00:00	2018-6-15 00:00:00	2018-7-4 00:00:00			"Light turquoise"	"1"	"248"	"Inner"	"1"	"2"	"1"	"19"																																																																																					
239	"Rost-3-2018-3"	"1"	2018-5-10 00:00:00	2018-6-12 00:00:00	2018-7-4 00:00:00			"Light turquoise"	"1"	"145"	"Inner"	"1"	"1"	"1"	"22"																																																																																					
240	"Rost-3-2018-4"	"1"	2018-5-12 00:00:00	2018-6-13 00:00:00	2018-7-4 00:00:00			"Light turquoise"	"1"	"168"	"Middle"	"1"	"1"	"1"	"21"																																																																																					
241	"Rost-3-2018-5"	"1"	2018-5-19 00:00:00			2018-6-3 00:00:00		"Light turquoise"	"0"	"117"	"Inner"	"1"	"NA"	"NA"	"NA"	2018-6-3 00:00:00	"Ä1 forlorat 3/6 2018."																																																																																			
242	"Triangle-1-2018-2"	"1"	2018-5-15 00:00:00	2018-6-16 00:00:00	2018-7-5 00:00:00			"Light turquoise"	"1"	"248"	"Middle"	"1"	"1"	"1"	"19"																																																																																					
243	"Farallon-1-2018-1"	"1"	2018-5-11 00:00:00	2018-6-14 00:00:00	2018-7-4 00:00:00			"Light blue"	"1"	"237"	"Inner/middle"	"1"	"3"	"2"	"19"																																																																																					
244	"Farallon-2-2018-1"	"1"	2018-5-11 00:00:00	2018-6-13 00:00:00	2018-7-4 00:00:00			"Light blue"	"1"	"101"	"Inner"	"1"	"2"	"1"	"21"																																																																																					
245	"Rost-6-2018-2"	"1"	2018-5-27 00:00:00			2018-6-1 00:00:00		"Light blue"	"0"	"170"	"Middle"	"1"	"NA"	"NA"	"NA"	2018-6-1 00:00:00	"Ä1 forlorat 1/6."																																																																																			
246	"Triangle-3-2018-2"	"1"	2018-5-23 00:00:00					"Light blue"	"1"	"184"	"Middle/outer"	"1"	"NA"	"NA"	"NA"	2018-5-27 00:00:00	"Ä1 forlorat 27/5"																																																																																			
247	"Farallon-1-2016-2"	"2"	2016-5-28 00:00:00			2016-6-16 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2016-6-16 00:00:00	"Ä2 trasigt 16/6"																																																																																			
248	"Rost-3-2018-1"	"2"	2018-5-22 00:00:00					"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"16"																																																																																					
249	"Rost-5-2018-3"	"2"	2018-6-18 00:00:00			2018-7-8 00:00:00		"NA"	"NA"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2018-7-8 00:00:00	"Ä2 forlorat 8/7. EJ MED I BERÄKNINGARNA."																																																																																			
250	"Bonden-2-2011-1"	"2"	2011-6-6 00:00:00	2011-7-7 00:00:00	2011-7-29 00:00:00			"Light green"	"1"	"NA"	"NA"	"3"	"1"	"1"	"22"																																																																																					
251	"Bonden-1-2012-1"	"2"	2012-5-22 00:00:00	2012-6-23 00:00:00	2012-7-12 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"19"																																																																																					
252	"Rost-2-2014-3"	"2"	2014-6-22 00:00:00			2014-7-8 00:00:00		"NA"	"0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"		"U1 lost 5Jun, Ä1 forlorat 8 juli <- DETTA KAN INTE STÄMMA / PAB 2019"																																																																																			
253	"Farallon-3-2013-3"	"2"	2013-6-2 00:00:00			2013-6-22 00:00:00		"Green"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2013-6-22 00:00:00	"Ä2 forlorat 130622."																																																																																			
254	"Farallon-3-2015-2"	"2"	2015-5-30 00:00:00			2015-7-1 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-7-1 00:00:00	"Ä2 forlorat 1/7 2015"																																																																																			
255	"Rost-3-2015-1"	"2"	2015-5-27 00:00:00	2015-6-28 00:00:00	2015-7-19 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"																																																																																					
256	"Rost-3-2015-2"	"2"	2015-6-2 00:00:00	2015-7-5 00:00:00	2015-7-19 00:00:00			"NA"	"0"	"NA"	"NA"	"1"	"1"	"1"	"14"		"U for ung for att räknas som flygg, med i beräkningarna"																																																																																			
257	"Rost-3-2015-4"	"2"	2015-5-27 00:00:00			2015-5-30 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2015-5-30 00:00:00	"Ä2 forlorat 30/5 2015"																																																																																			
258	"Farallon-2-2016-1"	"2"	2016-6-9 00:00:00			2016-6-13 00:00:00		"Light green"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2016-6-13 00:00:00	"Ä2 forlorat 13/6"																																																																																			
401	"Triangle-1-2019-1"	"1"	2019-5-16 00:00:00			2019-7-8 00:00:00		"Blue"	"0"	"248"	"Outer"	"1"	"NA"	"NA"	"NA"	2019-7-8 00:00:00	"Ä1 forlorat 8/7"																																																																																			
402	"Triangle-1-2019-2"	"1"	2019-5-18 00:00:00	2019-6-20 00:00:00	2019-7-11 00:00:00			"White"	"1"	"178"	"Inner"	"1"	"2"	"1"	"21"		"Unge märkt: ADE025"																																																																																			
403	"Triangle-1-2019-3"	"1"	2019-5-19 00:00:00	2019-6-20 00:00:00	2019-7-11 00:00:00			"Light green"	"1"	"167"	"Outer"	"1"	"1"	"1"	"21"		"Position även 145. Unge märkt: ADE026"																																																																																			
404	"Triangle-1-2019-4"	"1"	2019-5-23 00:00:00	2019-6-26 00:00:00	2019-7-11 00:00:00			"Light green"	"1"	"205"	"Inner"	"1"	"3"	"1"	"15"																																																																																					
405	"Triangle-2-2019-1"	"1"	2019-5-14 00:00:00	2019-6-17 00:00:00	2019-7-9 00:00:00			"Green"	"1"	"162"	"Inner"	"1"	"1"	"1"	"22"		"Unge märkt: ADE029"																																																																																			
406	"Triangle-2-2019-2"	"1"	2019-5-15 00:00:00	2019-6-16 00:00:00	2019-7-6 00:00:00			"Green"	"1"	"250"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE027"																																																																																			
407	"Triangle-2-2019-3"	"1"	2019-5-17 00:00:00	2019-6-20 00:00:00	2019-7-11 00:00:00			"Green"	"1"	"216"	"Outer"	"1"	"1"	"1"	"21"		"Unge märkt: ADE031"																																																																																			
408	"Triangle-2-2019-4"	"1"	2019-5-17 00:00:00	2019-6-21 00:00:00	2019-7-11 00:00:00			"Green"	"1"	"142"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE030"																																																																																			
409	"Triangle-2-2019-5"	"1"	2019-5-19 00:00:00	2019-6-22 00:00:00	2019-7-11 00:00:00			"White"	"1"	"172"	"Inner"	"1"	"1"	"1"	"19"		"Unge märkt: ADE028"																																																																																			
410	"Triangle-2-2019-6"	"1"	2019-5-22 00:00:00			2019-6-16 00:00:00		"Green"	"0"	"126"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-16 00:00:00	"Ä1 forlorat 16/6"																																																																																			
411	"Triangle-3-2019-1"	"1"	2019-5-18 00:00:00			2019-6-1 00:00:00		"White"	"0"	"226"	"Outer"	"1"	"NA"	"NA"	"NA"	2019-6-1 00:00:00	"Ä1 forlorat 1/6."																																																																																			
412	"Triangle-4-2019-1"	"1"	2019-5-24 00:00:00	2019-6-29 00:00:00	2019-7-17 00:00:00			"Light green"	"1"	"250"	"Inner"	"1"	"2"	"1"	"18"																																																																																					
413	"Triangle-5-2019-1"	"1"	2019-5-31 00:00:00			2019-6-1 00:00:00		"Green"	"0"	"200"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-1 00:00:00	"Ä1 forlorat 1/6."																																																																																			
414	"Triangle-5-2019-2"	"1"	2019-6-2 00:00:00	2019-7-5 00:00:00	2019-7-12 00:00:00			"Green"	"0"	"160"	"Middle"	"1"	"1"	"NA"	"NA"		"U borta 12/7, ej flygg"																																																																																			
415	"Farallon-1-2019-1"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-7 00:00:00			"Light green"	"1"	"190"	"Inner"	"1"	"1"	"1"	"22"		"Unge märkt: ADE015"																																																																																			
416	"Farallon-1-2019-2"	"1"	2019-5-13 00:00:00	2019-6-14 00:00:00	2019-7-6 00:00:00			"Light green"	"1"	"250"	"NA"	"1"	"1"	"1"	"22"		"Unge märkt: ADE014"																																																																																			
417	"Farallon-1-2019-3"	"1"	2019-5-13 00:00:00	2019-6-14 00:00:00	2019-7-8 00:00:00			"Gr"	"1"	"158"	"Inner"	"1"	"1"	"1"	"24"		"Unge märkt: ADE013"																																																																																			
418	"Farallon-1-2019-4"	"1"	2019-5-15 00:00:00	2019-6-17 00:00:00	2019-7-7 00:00:00			"Light green"	"1"	"108"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE012"																																																																																			
419	"Farallon-1-2019-5"	"1"	2019-5-16 00:00:00	2019-6-17 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"214"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE016"																																																																																			
420	"Farallon-2-2019-1"	"1"	2019-5-13 00:00:00			2019-6-7 00:00:00		"Green"	"0"	"105"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-7 00:00:00	"Ä1 forlorat 7/6"																																																																																			
421	"Farallon-2-2019-2"	"1"	2019-6-4 00:00:00			2019-6-12 00:00:00		"Green"	"0"	"136"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-12 00:00:00	"Ä1 forlorat 12/6"																																																																																			
422	"Farallon-3-2019-1"	"1"	2019-5-13 00:00:00	2019-6-13 00:00:00	2019-7-6 00:00:00			"Green"	"1"	"105"	"Inner"	"1"	"1"	"1"	"23"		"Unge märkt: ADE032"																																																																																			
423	"Farallon-3-2019-5"	"1"	2019-5-15 00:00:00	2019-6-17 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"121"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE033"																																																																																			
424	"Farallon-3-2019-6"	"1"	2019-5-15 00:00:00	2019-6-16 00:00:00	2019-7-6 00:00:00			"Green"	"1"	"136"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE034"																																																																																			
425	"Farallon-3-2019-7"	"1"	2019-5-16 00:00:00			2019-6-6 00:00:00	"Heat"	"Light green"	"0"	"192"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-6 00:00:00	"Ä1 forlorat 6/6, info från filmat material: verkade bli extremt varm när solen låg på 5 juni och de flyttade runt sitt ägg over hela hyllan (flämtande), och lämnade till slut ägget borta i vänstra hornet. 22:32:46 samma kväll kom en gråtrut och åt upp det"																																																																																			
426	"Farallon-3-2019-3"	"1"	2019-5-14 00:00:00			2019-6-1 00:00:00		"Green"	"0"	"203"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-1 00:00:00	"EJ MED I BERÄKNINGARNA pga storning. Ä1 forlorat 1/6"																																																																																			
427	"Farallon-3-2019-4"	"1"	2019-5-15 00:00:00	2019-6-18 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"2018"	"Inner"	"1"	"1"	"1"	"19"		"Unge märkt: ADE036"																																																																																			
428	"Farallon-3-2019-2"	"1"	2019-5-13 00:00:00	2019-6-16 00:00:00	2019-7-6 00:00:00			"Light green"	"1"	"247"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE035"																																																																																			
429	"Farallon-4-2019-1"	"1"	2019-5-13 00:00:00	2019-6-14 00:00:00	2019-7-7 00:00:00			"White"	"1"	"108"	"Outer"	"1"	"1"	"1"	"23"		"Unge märkt: ADE010"																																																																																			
430	"Farallon-4-2019-2"	"1"	2019-5-18 00:00:00	2019-6-20 00:00:00	2019-7-10 00:00:00			"Light green"	"1"	"102"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE011"																																																																																			
431	"Farallon-4-2019-3"	"1"	2019-5-20 00:00:00	2019-6-22 00:00:00	2019-7-11 00:00:00			"Green"	"1"	"187"	"Inner"	"1"	"1"	"1"	"19"																																																																																					
432	"Farallon-4-2019-4"	"1"	2019-5-25 00:00:00			2019-6-7 00:00:00		"Green"	"0"	"197"	"NA"	"1"	"NA"	"NA"	"NA"	2019-6-7 00:00:00	"Ä1 forlorat 7/6"																																																																																			
433	"Farallon-4-2019-5"	"1"	2019-5-26 00:00:00			2019-6-6 00:00:00		"Light green"	"0"	"192"	"NA"	"1"	"NA"	"NA"	"NA"	2019-6-6 00:00:00	"Ä1 forlorat 6/6"																																																																																			
434	"Farallon-4-2019-6"	"1"	2019-5-29 00:00:00			2019-5-31 00:00:00		"Light green"	"0"	"210"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-5-31 00:00:00	"Ä1 forlorat 31/5"																																																																																			
435	"Farallon-5-2019-1"	"1"	2019-5-17 00:00:00	2019-6-20 00:00:00	2019-7-9 00:00:00			"White"	"1"	"236"	"Inner"	"1"	"1"	"1"	"22"																																																																																					
436	"Farallon-5-2019-2"	"1"	2019-5-20 00:00:00	2019-6-23 00:00:00	2019-7-12 00:00:00			"Light green"	"1"	"213"	"Inner"	"1"	"1"	"1"	"19"																																																																																					
437	"Farallon-6-2019-1"	"1"	2019-5-29 00:00:00	2019-7-2 00:00:00	2019-7-29 00:00:00			"Light green"	"1"	"249"	"Inner"	"1"	"1"	"10"	"17"																																																																																					
438	"Bonden-1-2019-1"	"1"	2019-5-6 00:00:00	2019-6-8 00:00:00	2019-6-25 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"17"																																																																																					
439	"Bonden-2-2019-1"	"1"	2019-5-15 00:00:00	2019-6-16 00:00:00	2019-7-12 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"26"		"Unge märkt: ADE024"																																																																																			
440	"Bonden-3-2019-1"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-6 00:00:00			"Light green"	"1"	"NA"	"NA"	"1"	"1"	"1"	"21"		"Unge märkt: ADE037"																																																																																			
441	"Bonden-4-2019-1"	"1"	2019-5-12 00:00:00	2019-6-16 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"150"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE007"																																																																																			
442	"Bonden-4-2019-2"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-6 00:00:00			"Light green"	"1"	"132"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE008"																																																																																			
443	"Bonden-4-2019-3"	"1"	2019-5-15 00:00:00	2019-6-18 00:00:00	2019-7-9 00:00:00			"Light green"	"1"	"108"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE009"																																																																																			
444	"Bonden-4-2019-4"	"1"	2019-5-15 00:00:00					"Green"	"1"	"177"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-5-24 00:00:00	"Ä1 forlorat 24/5"																																																																																			
445	"Bonden-5-2019-1"	"1"	2019-5-15 00:00:00	2019-6-18 00:00:00	2019-7-7 00:00:00			"White"	"1"	"135"	"Inner"	"1"	"1"	"1"	"19"		"Unge märkt: ADE004"																																																																																			
446	"Bonden-5-2019-2"	"1"	2019-5-17 00:00:00	2019-6-20 00:00:00	2019-7-11 00:00:00			"Green"	"1"	"117"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE005"																																																																																			
447	"Bonden-5-2019-3"	"1"	2019-5-18 00:00:00	2019-6-20 00:00:00	2019-7-12 00:00:00			"Light green"	"1"	"102"	"Outer"	"1"	"1"	"1"	"22"		"Unge märkt: ADE006"																																																																																			
448	"Bonden-5-2019-4"	"1"	2019-5-24 00:00:00	2019-6-27 00:00:00	2019-7-6 00:00:00			"Green"	"1"	"180"	"Middle"	"1"	"1"	"1"	"21"																																																																																					
449	"Bonden-5-2019-5"	"1"	2019-5-26 00:00:00	2019-6-28 00:00:00	2019-7-14 00:00:00			"White"	"1"	"155"	"Inner"	"1"	"1"	"1"	"16"																																																																																					
450	"Bonden-6-2019-1"	"1"	2019-5-14 00:00:00	2019-6-17 00:00:00	2019-7-10 00:00:00			"Light green"	"1"	"170"	"Inner"	"1"	"1"	"1"	"23"		"Unge märkt: ADE003"																																																																																			
451	"Bonden-6-2019-2"	"1"	2019-5-27 00:00:00	2019-6-29 00:00:00	2019-7-17 00:00:00			"Green"	"1"	"180"	"Inner"	"1"	"1"	"1"	"18"																																																																																					
452	"Rost-2-2019-1"	"1"	2019-5-11 00:00:00	2019-6-12 00:00:00	2019-7-4 00:00:00			"Light green"	"1"	"116"	"Inner"	"1"	"1"	"1"	"22"		"Unge märkt: ADE020"																																																																																			
453	"Rost-2-2019-2"	"1"	2019-5-12 00:00:00	2019-6-13 00:00:00	2019-7-4 00:00:00			"Green"	"1"	"137"	"NA"	"1"	"1"	"1"	"21"		"Unge märkt: ADE022"																																																																																			
454	"Rost-2-2019-3"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-6 00:00:00			"Green"	"1"	"168"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE021"																																																																																			
455	"Rost-2-2019-4"	"1"	2019-5-14 00:00:00	2019-6-16 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"103"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE023"																																																																																			
456	"Rost-2-2019-5"	"1"	2019-5-15 00:00:00			2019-7-6 00:00:00		"Green"	"0"	"195"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-6-7 00:00:00	"Ä1 forlorat 6/7"																																																																																			
457	"Rost-3-2019-1"	"1"	2019-5-10 00:00:00	2019-6-12 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"100"	"Inner"	"1"	"1"	"1"	"25"		"Unge märkt: ADE017"																																																																																			
458	"Rost-3-2019-2"	"1"	2019-5-12 00:00:00	2019-6-13 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"159"	"Inner"	"1"	"1"	"2"	"24"		"Unge märkt: ADE018"																																																																																			
459	"Rost-3-2019-3"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-14 00:00:00			"Light green"	"1"	"143"	"Inner"	"1"	"1"	"1"	"29"		"Unge märkt: ADE019"																																																																																			
460	"Rost-3-2019-4"	"1"	2019-5-20 00:00:00	2019-6-22 00:00:00	2019-7-12 00:00:00			"Light green"	"1"	"110"	"Inner"	"1"	"1"	"1"	"20"																																																																																					
461	"Rost-3-2019-5"	"1"	2019-5-25 00:00:00	2019-6-26 00:00:00	2019-7-13 00:00:00			"Light green"	"1"	"165"	"Inner"	"1"	"2"	"1"	"17"																																																																																					
462	"Rost-4-2019-1"	"1"	2019-5-18 00:00:00			2019-5-25 00:00:00		"Light green"	"0"	"125"	"Inner"	"1"	"NA"	"NA"	"NA"	2019-5-25 00:00:00	"Ä1 forlorat 25/5"																																																																																			
463	"Rost-5-2019-1"	"1"	2019-5-6 00:00:00	2019-6-9 00:00:00	2019-6-29 00:00:00			"Green"	"1"	"170"	"Inner"	"1"	"1"	"1"	"20"		"Unge märkt: ADE000"																																																																																			
464	"Rost-5-2019-2"	"1"	2019-5-13 00:00:00	2019-6-15 00:00:00	2019-7-7 00:00:00			"Green"	"1"	"148"	"Inner"	"1"	"1"	"1"	"22"		"Unge märkt: ADE002"																																																																																			
465	"Rost-5-2019-3"	"1"	2019-5-19 00:00:00	2019-6-20 00:00:00	2019-7-11 00:00:00			"Light green"	"1"	"125"	"Inner"	"1"	"1"	"1"	"21"		"Unge märkt: ADE001"																																																																																			
466	"Rost-6-2019-1"	"1"	2019-5-23 00:00:00	2019-6-25 00:00:00	2019-7-15 00:00:00			"Green"	"1"	"103"	"Inner"	"1"	"2"	"1"	"20"		"Unge märkt: ADE023"																																																																																			
467	"Triangle-3-2019-1"	"2"	2019-6-13 00:00:00			2019-7-9 00:00:00		"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2019-7-9 00:00:00	"Ä2 forlorat 9/7"																																																																																			
468	"Farallon-3-2019-3"	"2"	2019-6-13 00:00:00			2019-7-7 00:00:00	"Human disturbance"	"NA"	"0"	"NA"	"NA"	"1"	"NA"	"NA"	"NA"	2019-7-7 00:00:00	"EJ MED I BERÄKNINGARNA pga storning. Ä2 forlorat 7/7, info från kamera: skrämdes bort av N.N. forskare 11:13. Ägget togs av gråtrut 11:23"																																																																																			
469	"Bonden-4-2019-4"	"2"	2019-6-8 00:00:00	2019-7-13 00:00:00	2019-7-29 00:00:00			"NA"	"1"	"NA"	"NA"	"1"	"2"	"1"	"16"																																																																																					
622	"Bonden-1-2020-1"	"1"	2020-5-13 00:00:00	2020-6-14 00:00:00	2020-7-9 00:00:00			"Green"	"1"	"249"	"Inner"	"1"	"1"	"1"	"25"																																																																																					
623	"Bonden-2-2020-1"	"1"	2020-5-18 00:00:00	2020-6-20 00:00:00	2020-7-10 00:00:00			"Light green"	"1"	"249"	"Inner"	"1"	"1"	"1"	"20"																																																																																					
624	"Bonden-3-2020-1"	"1"	2020-5-20 00:00:00	2020-6-22 00:00:00	2020-7-11 00:00:00			"Light green"	"1"	"100"	"Inner"	"1"	"1"	"1"	"19"																																																																																					
625	"Bonden-4-2020-1"	"1"	2020-5-18 00:00:00	2020-6-20 00:00:00	2020-7-10 00:00:00			"Light green"	"1"	"120"	"Outer"	"1"	"1"	"1"	"20"																																																																																					
