PairID;BrAttempt;EggDate;HatchDate;ChickGoneDate;EggLossDate;BreedSucc
Rost-3-2021-2;1;2021-05-13;2021-06-15;2021-07-04;;1
Farallon-3-2021-1;1;2021-05-14;2021-06-15;2021-07-06;;1
Bonden-5-2021-1;1;2021-05-15;2021-06-17;2021-07-07;;1
Farallon-1-2021-1;1;2021-05-15;2021-06-17;2021-07-10;;1
Farallon-3-2021-6;1;2021-05-15;2021-06-21;2021-07-11;;1
Rost-2-2021-2;1;2021-05-15;2021-06-17;2021-07-06;;1
Bonden-4-2021-2;1;2021-05-16;2021-06-21;2021-07-09;;1
Bonden-5-2021-2;1;2021-05-16;2021-06-18;2021-07-05;;1
Bonden-6-2021-1;1;2021-05-16;2021-06-18;2021-07-06;;1
Farallon-1-2021-3;1;2021-05-16;2021-06-19;2021-07-05;;1
Farallon-2-2021-1;1;2021-05-16;2021-06-17;2021-07-06;;1
Farallon-3-2021-2;1;2021-05-16;2021-06-18;2021-07-07;;1
Rost-3-2021-3;1;2021-05-16;2021-06-17;2021-07-04;;1
Triangle-2-2021-1;1;2021-05-16;2021-06-18;2021-07-03;;1
Triangle-2-2021-2;1;2021-05-16;2021-06-20;2021-07-09;;1
Triangle-3-2021-1;1;2021-05-16;2021-06-18;2021-07-06;;1
Bonden-4-2021-1;1;2021-05-17;2021-06-18;2021-07-10;;1
Farallon-1-2021-2;1;2021-05-17;2021-06-19;2021-07-12;;1
Rost-2-2021-3;1;2021-05-17;;;2021-05-30;0
Rost-2-2021-4;1;2021-05-17;2021-06-20;2021-07-04;;0
Bonden-2-2021-1;1;2021-05-18;2021-06-19;2021-07-09;;1
Farallon-3-2021-3;1;2021-05-18;2021-06-19;2021-07-07;;1
Farallon-3-2021-4;1;2021-05-18;2021-06-21;2021-07-09;;1
Farallon-4-2021-1;1;2021-05-18;2021-06-20;2021-07-12;;1
Rost-3-2021-4;1;2021-05-18;2021-06-19;2021-07-12;;1
Rost-5-2021-2;1;2021-05-18;2021-06-19;2021-07-06;;1
Triangle-2-2021-3;1;2021-05-18;2021-06-20;2021-07-11;;1
Bonden-3-2021-1;1;2021-05-19;2021-06-19;2021-07-07;;1
Farallon-1-2021-4;1;2021-05-19;2021-06-21;2021-07-12;;1
Farallon-1-2021-5;1;2021-05-19;2021-06-20;2021-07-09;;1
Farallon-2-2021-2;1;2021-05-19;2021-06-20;2021-07-12;;1
Farallon-2-2021-3;1;2021-05-19;2021-06-22;2021-07-12;;1
Farallon-4-2021-2;1;2021-05-19;2021-06-20;2021-07-13;;1
Farallon-5-2021-1;1;2021-05-19;2021-06-22;2021-07-12;;1
Rost-3-2021-5;1;2021-05-19;2021-06-21;2021-07-06;;1
Triangle-1-2021-1;1;2021-05-19;2021-06-21;2021-07-10;;1
Triangle-2-2021-4;1;2021-05-19;2021-06-21;2021-07-09;;1
Bonden-5-2021-3;1;2021-05-20;2021-06-23;2021-06-27;;0
Farallon-3-2021-5;1;2021-05-20;;;2021-06-14;0
Farallon-4-2021-3;1;2021-05-20;;;2021-06-01;0
Farallon-4-2021-4;1;2021-05-20;2021-06-23;2021-07-13;;1
Farallon-6-2021-1;1;2021-05-20;2021-06-22;2021-07-12;;1
Rost-2-2021-5;1;2021-05-20;2021-06-22;2021-07-04;;0
Röst-4-2021-1;1;2021-05-20;2021-06-22;2021-07-12;;1
Triangle-2-2021-5;1;2021-05-20;2021-06-21;2021-07-10;;1
Bonden-5-2021-4;1;2021-05-21;2021-06-21;2021-07-11;;1
Bonden-6-2021-2;1;2021-05-21;2021-06-23;2021-07-14;;1
Farallon-4-2021-5;1;2021-05-21;;;2021-06-17;0
Rost-5-2021-3;1;2021-05-21;;;2021-05-24;0
Triangle-1-2021-2;1;2021-05-21;2021-06-21;2021-07-12;;1
Triangle-1-2021-3;1;2021-05-21;2021-06-22;2021-07-15;;1
Bonden-4-2021-4;1;2021-05-22;2021-06-23;2021-07-10;;1
Bonden-6-2021-3;1;2021-05-22;2021-06-24;2021-07-15;;1
Bonden-6-2021-4;1;2021-05-22;;;2021-05-28;0
Farallon-2-2021-4;1;2021-05-22;2021-06-25;2021-07-13;;1
Farallon-5-2021-2;1;2021-05-22;2021-06-24;2021-07-13;;1
Rost-6-2021-1;1;2021-05-22;2021-06-25;2021-07-15;;1
Triangle-1-2021-4;1;2021-05-22;;;2021-07-08;0
Triangle-3-2021-2;1;2021-05-22;2021-06-25;2021-07-12;;1
Triangle-1-2021-6;1;2021-05-25;2021-06-26;2021-07-15;;1
Triangle-5-2021-1;1;2021-05-25;2021-06-26;2021-07-14;;1
Farallon-6-2021-2;1;2021-05-26;2021-06-27;2021-07-14;;1
Farallon-6-2021-3;1;2021-05-26;2021-06-29;2021-07-15;;1
Rost-6-2021-2;1;2021-05-26;2021-06-29;2021-07-15;;1
Farallon-6-2021-4;1;2021-05-27;;;2021-06-07;0
Triangle-3-2021-3;1;2021-05-29;;;2021-06-09;0
Triangle-3-2021-4;1;2021-05-29;;;2021-06-19;0
Triangle-5-2021-2;1;2021-05-30;;;2021-06-07;0
Rost-6-2021-3;1;2021-06-02;;;2021-07-06;0
Farallon-3-2021-7;1;2021-06-06;;;2021-06-12;0
Rost-5-2021-3;2;2021-06-11;;;2021-07-06;0
Triangle-1-2021-7;1;2021-06-14;;;2021-07-15;0
Bonden-6-2021-4;2;2021-06-14;;;2021-06-26;0
Triangle-5-2021-3;1;2021-06-17;;;2021-07-14;0
Farallon-5-2021-4;1;2021-06-22;;;2021-07-13;0
