Date;Video time;Individual;Egg/Chick underneath (Y/N);Sun/Shade/Both;Temp;Panting;Raised shoulders;Orientation towards sun;All;Comments;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;04:14:00;4;Y;Shade;18,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;04:14:00;5;N;Shade;18,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;04:14:00;6;Y;Shade;18,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;04:14:00;7;Y;Shade;18,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;04:14:00;8;Y;Shade;18,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;1;Y;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;2;Y;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;3;Y;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;4;N;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;5;N;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;6;N;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;7;N;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;11:22:00;8;N;Shade;20,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;1;N;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;2;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;3;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;4;Y;Sun;22,6;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;5;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;6;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;7;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;8;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;9;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;10;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;11;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;12;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;15:50:00;13;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;1;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;2;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;3;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;4;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;5;Y;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;6;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;7;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;8;N;Sun;22,6;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;19:58:00;9;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.20;03:36:00;1;Y;Shade;12,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.20;03:36:00;2;N;Shade;12,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;1;Y;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;2;Y;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;3;Y;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;4;N;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;5;N;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;6;N;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;7;N;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.20;23:00:00;8;Y;Shade;14,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;1;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;2;Y;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;3;Y;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;4;Y;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;5;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;6;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;7;Y;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;8;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;9;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.20;05:38:00;10;N;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.20;23:30:00;1;Y;Shade;15,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;1;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;2;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;3;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;4;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;5;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;6;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;7;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.20;20:38:00;8;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;1;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;2;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;3;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;4;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;5;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;6;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;7;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;8;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;9;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;10;N;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.20;07:10:00;11;Y;Shade;16,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;1;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;2;Y;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;3;Y;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;4;Y;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;5;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;6;Y;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;7;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;8;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;9;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.20;10:56:00;10;N;Shade;17,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;1;Y;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;2;Y;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;3;Y;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;4;N;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;5;N;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;6;N;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;7;N;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;8;N;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.20;07:54:00;9;Y;Shade;18;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.20;18:04:00;1;N;Shade;19,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.20;18:04:00;2;N;Shade;19,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.20;18:04:00;3;Y;Shade;19,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.20;18:04:00;4;N;Shade;19,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;1;Y;Both;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;2;Y;Sun;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;3;N;Sun;30,1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;4;Y;Sun;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;5;N;Sun;30,1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;6;Y;Sun;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;7;N;Sun;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;8;N;Sun;30,1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;9;Y;Sun;30,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;10;N;Sun;30,1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.20;18:44:00;11;Y;Sun;30,1;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.20;17:46:00;1;Y;Shade;31,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.20;17:46:00;2;N;Sun;31,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.20;17:46:00;3;N;Sun;31,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.20;17:46:00;4;Y;Sun;31,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;1;Y;Both;35,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;2;Y;Sun;35,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;3;Y;Sun;35,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;4;Y;Sun;35,8;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;5;N;Sun;35,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;6;Y;Sun;35,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.20;17:10:00;7;Y;Sun;35,8;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;1;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;2;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;3;N;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;4;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;5;N;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;6;N;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;7;N;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;8;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;9;N;Sun;20;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;10;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;11;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;19:26:00;12;Y;Sun;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;1;Y;Both;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;2;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;3;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;4;N;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;5;N;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;6;N;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;7;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;8;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;9;N;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;10;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;18:02:00;11;Y;Sun;20,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;1;N;Both;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;2;Y;Both;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;3;Y;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;4;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;5;Y;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;6;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;7;Y;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;8;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;9;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;10;Y;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;11;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;12;N;Sun;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.20;19:06:00;13;Y;Sun;21,7;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;1;Y;Both;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;2;N;Sun;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;3;N;Sun;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;4;N;Sun;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;5;N;Sun;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;6;N;Sun;28,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;7;N;Sun;28,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;8;N;Sun;28,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.20;17:08:00;9;Y;Sun;28,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;1;Y;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;2;Y;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;3;Y;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;4;Y;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;5;N;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;6;N;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;7;Y;Sun;14,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.20;20:34:00;8;Y;Sun;14,7;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;1;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;2;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;3;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;4;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;5;N;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;6;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.20;00:38:00;7;Y;Shade;10,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;1;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;2;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;3;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;4;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;5;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;6;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;7;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;8;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;9;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;10;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;11;N;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.20;21:08:00;12;Y;Sun;14,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;1;Y;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;2;N;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;3;Y;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;4;N;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;5;N;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;6;N;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.20;13:30:00;7;Y;Shade;11,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
