date;time;ledge;indiividual;sun_shade;temp;panting;raised_shoulders;orientation_sun
2021-06-28;20:50:00;Far3;8;Sun;21.3;0;0;0
2021-06-09;20:12:00;Far3;1;Shade;20.8;0;0;0
2021-06-09;20:12:00;Far3;2;Shade;21.7;0;0;0
2021-06-09;20:12:00;Far3;3;Shade;21.7;0;0;0
2021-06-09;20:12:00;Far3;4;Shade;21.7;0;1;0
2021-06-09;20:12:00;Far3;5;Shade;21.7;0;0;0
2021-06-09;20:12:00;Far3;6;Shade;21.7;0;0;0
2021-06-09;20:12:00;Far3;7;Shade;21.7;0;1;0
2021-06-09;20:12:00;Far3;8;Shade;21.7;0;0;0
2021-06-23;15:00:00;Far3;1;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;2;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;3;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;4;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;5;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;6;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;7;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;8;Shade;20.6;0;0;0
2021-06-23;15:00:00;Far3;9;Shade;20.6;0;1;0
2021-06-24;15:38:00;Far3;1;Shade;23.2;0;0;0
2021-06-24;15:38:00;Far3;2;Shade;23.2;0;0;0
2021-06-24;15:38:00;Far3;3;Sun;23.2;0;1;0
2021-06-24;15:38:00;Far3;4;Sun;23.2;0;0;0
2021-06-24;15:38:00;Far3;5;Sun;23.2;0;0;0
2021-06-24;15:38:00;Far3;6;Sun;23.2;0;0;0
2021-06-24;15:38:00;Far3;7;Sun;23.2;0;1;0
2021-06-10;16:44:00;Far3;1;Shade;30.8;0;0;0
2021-06-10;16:44:00;Far3;2;Both;30.8;0;0;0
2021-06-10;16:44:00;Far3;3;Sun;30.8;0;1;1
2021-06-10;16:44:00;Far3;4;Sun;30.8;0;1;0
2021-06-10;16:44:00;Far3;5;Sun;30.8;0;1;0
2021-06-10;16:44:00;Far3;6;Sun;30.8;0;1;0
2021-06-10;16:44:00;Far3;7;Sun;30.8;0;1;0
2021-06-10;16:44:00;Far3;8;Sun;30.8;0;0;0
2021-06-10;16:44:00;Far3;9;Sun;30.8;0;0;0
2021-06-28;19:04:00;Far3;1;Sun;31.6;1;1;0
2021-06-28;19:04:00;Far3;2;Sun;31.6;1;1;0
2021-06-28;19:04:00;Far3;3;Sun;31.6;1;1;0
2021-06-28;19:04:00;Far3;4;Sun;31.6;1;1;0
2021-06-28;19:04:00;Far3;5;Sun;31.6;1;1;0
2021-06-28;19:04:00;Far3;6;Sun;31.6;1;1;0
2021-05-24;16:40:00;Far3;1;Both;30.6;0;0;0
2021-05-24;16:40:00;Far3;2;Both;30.6;0;0;0
2021-05-24;16:40:00;Far3;3;Sun;30.6;0;0;0
2021-05-24;16:40:00;Far3;4;Sun;30.6;1;0;0
2021-05-24;16:40:00;Far3;5;Sun;30.6;0;1;0
2021-05-24;16:40:00;Far3;6;Sun;30.6;1;1;0
2021-05-24;16:40:00;Far3;7;Sun;30.6;1;1;0
2021-06-21;19:18:00;Far3;1;Sun;35.9;1;1;1
2021-06-21;19:18:00;Far3;2;Sun;35.9;1;1;0
2021-06-21;19:18:00;Far3;3;Sun;35.9;1;1;0
2021-06-21;19:18:00;Far3;4;Sun;35.9;1;1;0
2021-06-21;19:18:00;Far3;5;Sun;35.9;1;1;0
2021-06-21;19:18:00;Far3;6;Sun;35.9;1;1;1
2021-07-02;17:18:00;Far3;1;Both;30.9;0;1;0
2021-07-02;17:18:00;Far3;2;Both;30.9;1;1;0
2021-07-02;17:18:00;Far3;3;Both;30.9;0;1;0
2021-07-02;17:18:00;Far3;4;Sun;30.9;1;1;0
2021-07-02;17:18:00;Far3;5;Sun;30.9;1;1;0
2021-07-02;17:18:00;Far3;6;Sun;30.9;1;1;0
2021-06-08;15:14:00;Far3;1;Both;33.9;0;0;0
2021-06-08;15:14:00;Far3;2;Both;33.9;1;1;0
2021-06-08;15:14:00;Far3;3;Both;33.9;0;1;1
2021-06-08;15:14:00;Far3;4;Sun;33.9;1;1;0
2021-06-08;15:14:00;Far3;5;Sun;33.9;1;1;0
2021-06-08;15:14:00;Far3;6;Sun;33.9;1;1;0
2021-06-08;15:14:00;Far3;7;Sun;33.9;1;1;0
2021-06-08;15:14:00;Far3;8;Sun;33.9;1;1;0
2021-07-10;17:08:00;Far3;1;Shade;32.4;0;0;0
2021-07-10;17:08:00;Far3;2;Shade;32.4;0;0;0
2021-07-10;17:08:00;Far3;3;Shade;32.4;0;0;0
2021-06-03;17:26:00;Far3;1;Both;40.6;0;1;0
2021-06-03;17:26:00;Far3;2;Both;40.6;1;1;0
2021-06-03;17:26:00;Far3;3;Sun;40.6;1;1;0
2021-06-03;17:26:00;Far3;4;Sun;40.6;1;1;1
2021-06-03;17:26:00;Far3;5;Sun;40.6;1;1;0
2021-06-13;17:50:00;Far3;1;Both;40.9;1;0;0
2021-06-13;17:50:00;Far3;2;Sun;40.9;1;1;0
2021-06-13;17:50:00;Far3;3;Sun;40.9;1;1;0
2021-06-13;17:50:00;Far3;4;Sun;40.9;1;1;0
2021-06-13;17:50:00;Far3;5;Sun;40.9;1;1;0
2021-06-13;17:50:00;Far3;6;Sun;40.9;1;1;0
2021-06-17;17:10:00;Far3;1;Shade;40.2;0;1;0
2021-06-17;17:10:00;Far3;2;Sun;40.2;1;0;0
2021-06-17;17:10:00;Far3;3;Sun;40.2;1;0;0
2021-06-17;17:10:00;Far3;4;Sun;40.2;1;1;0
2021-06-17;17:10:00;Far3;5;Sun;40.2;1;1;1
2021-06-20;17:52:00;Far3;1;Both;40.5;1;1;0
2021-06-20;17:52:00;Far3;2;Sun;40.5;1;1;0
2021-06-20;17:52:00;Far3;3;Sun;40.5;1;1;0
2021-06-20;17:52:00;Far3;4;Sun;40.5;1;1;0
2021-06-20;17:52:00;Far3;5;Sun;40.5;1;1;0
2021-06-20;17:52:00;Far3;6;Sun;40.5;1;1;0
2021-06-21;16:14:00;Far3;1;Both;41.8;0;1;0
2021-06-21;16:14:00;Far3;2;Sun;41.8;1;1;0
2021-06-21;16:14:00;Far3;3;Sun;41.8;1;1;1
2021-06-21;16:14:00;Far3;4;Sun;41.8;1;1;0
2021-06-21;16:14:00;Far3;5;Sun;41.8;1;1;0
2021-06-21;16:14:00;Far3;6;Sun;41.8;1;1;0
2021-06-21;16:14:00;Far3;7;Sun;41.8;1;1;0
2021-07-03;15:14:00;Far3;1;Shade;41.2;0;0;0
2021-07-03;15:14:00;Far3;2;Shade;41.2;0;0;0
2021-07-03;15:14:00;Far3;3;Shade;41.2;0;0;0
2021-07-03;15:14:00;Far3;4;Shade;41.2;0;0;0
2021-07-03;15:14:00;Far3;5;Shade;41.2;0;0;0
2021-07-03;15:14:00;Far3;6;Shade;41.2;0;1;0
2021-07-04;18:12:00;Far3;1;Both;43.9;0;1;0
2021-07-04;18:12:00;Far3;2;Sun;43.9;1;1;0
2021-07-04;18:12:00;Far3;3;Sun;43.9;1;1;0
2021-07-04;18:12:00;Far3;4;Sun;43.9;1;1;0
2021-07-04;18:12:00;Far3;5;Sun;43.9;1;1;0
2021-07-04;18:12:00;Far3;6;Sun;43.9;1;1;0
2020-06-06;17:56:00;Rost3;1;Shade;13.2;0;0;0
2020-06-06;17:56:00;Rost3;2;Shade;13.2;0;0;0
2020-06-06;17:56:00;Rost3;3;Both;13.2;0;0;0
2020-06-06;17:56:00;Rost3;4;Shade;13.2;0;0;0
2020-06-06;17:56:00;Rost3;5;Shade;13.2;0;0;0
2020-06-06;17:56:00;Rost3;6;Shade;13.2;0;0;0
2020-06-06;17:56:00;Rost3;7;Shade;13.2;0;0;0
2021-05-29;15:00:00;Rost3;1;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;2;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;3;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;4;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;5;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;6;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;7;Shade;10.6;0;0;0
2021-05-29;15:00:00;Rost3;8;Shade;10.6;0;0;0
2021-06-03;20:54:00;Rost3;1;Shade;16;0;0;0
2021-06-03;20:54:00;Rost3;2;Shade;16;0;0;0
2021-06-03;20:54:00;Rost3;3;Shade;16;0;0;0
2021-06-03;20:54:00;Rost3;4;Shade;16;0;0;0
2021-06-03;20:54:00;Rost3;5;Shade;16;0;0;0
2021-06-03;20:54:00;Rost3;6;Shade;16;0;0;0
2021-06-03;17:12:00;Rost3;1;Shade;20.2;0;0;0
2021-06-03;17:12:00;Rost3;2;Shade;20.2;0;0;0
2021-06-03;17:12:00;Rost3;3;Shade;20.2;0;0;0
2021-06-03;17:12:00;Rost3;4;Shade;20.2;0;0;0
2021-06-03;17:12:00;Rost3;5;Shade;20.2;0;0;0
2021-06-03;17:12:00;Rost3;6;Both;20.2;0;0;0
2021-06-03;17:12:00;Rost3;7;Both;20.2;0;0;1
2021-07-08;16:24:00;Rost3;1;Shade;21.1;0;0;0
2021-07-08;16:24:00;Rost3;2;Shade;21.1;0;0;0
2021-07-06;18:42:00;Rost3;1;Shade;24.9;0;0;0
2021-07-06;18:42:00;Rost3;2;Both;24.9;0;0;0
2021-07-06;18:42:00;Rost3;3;Both;24.9;0;0;0
2021-07-06;18:42:00;Rost3;4;Shade;24.9;0;0;0
2020-07-13;17:00:00;Rost3;1;Both;19.4;0;0;0
2020-07-13;17:00:00;Rost3;2;Shade;19.4;0;0;0
2020-07-13;17:00:00;Rost3;3;Shade;19.4;0;0;0
2020-07-13;17:00:00;Rost3;4;Shade;19.4;0;0;0
2021-05-23;19:24:00;Tri3;1;Shade;9.9;0;0;0
2021-05-23;19:24:00;Tri3;2;Shade;9.9;0;0;0
2021-05-23;19:24:00;Tri3;3;Shade;9.9;0;0;0
2021-05-08;19:40:00;Tri3;1;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;2;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;3;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;4;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;5;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;6;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;7;Sun;9.6;0;0;0
2021-05-08;19:40:00;Tri3;8;Sun;9.6;0;0;0
2021-07-02;18:46:00;Tri3;1;Sun;25.7;0;1;0
2021-07-02;18:46:00;Tri3;2;Sun;25.7;0;1;1
2021-07-02;18:46:00;Tri3;3;Sun;25.7;0;1;0
2021-07-02;18:46:00;Tri3;4;Sun;25.7;1;1;0
2021-05-23;20:20:00;Far3;1;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;2;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;3;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;4;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;5;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;6;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;7;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;8;Shade;9.9;0;0;0
2021-05-23;20:20:00;Far3;9;Shade;9.9;0;0;0
2021-05-26;20:46:00;Far3;1;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;2;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;3;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;4;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;5;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;6;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;7;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;8;Shade;9.2;0;0;0
2021-05-26;20:46:00;Far3;9;Shade;9.2;0;0;0
2021-05-29;20:50:00;Far3;1;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;2;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;3;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;4;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;5;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;6;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;7;Shade;9.8;0;0;0
2021-05-29;20:50:00;Far3;8;Shade;9.8;0;0;0
2021-06-02;20:38:00;Far3;1;Shade;17.2;0;0;0
2021-06-02;20:38:00;Far3;2;Shade;17.2;0;0;0
2021-06-02;20:38:00;Far3;3;Shade;17.2;0;0;0
2021-06-02;20:38:00;Far3;4;Shade;17.2;0;0;0
2021-06-02;20:38:00;Far3;5;Shade;17.2;0;0;0
2021-06-02;20:38:00;Far3;6;Shade;17.2;0;1;0
2021-06-02;20:38:00;Far3;7;Shade;17.2;0;0;0
2021-06-18;20:56:00;Far3;1;Sun;19.6;1;1;0
2021-06-18;20:56:00;Far3;2;Sun;19.6;1;1;0
2021-06-18;20:56:00;Far3;3;Sun;19.6;0;1;0
2021-06-18;20:56:00;Far3;4;Sun;19.6;0;0;1
2021-06-18;20:56:00;Far3;5;Sun;19.6;0;0;0
2021-06-18;20:56:00;Far3;6;Sun;19.6;0;1;0
2021-05-24;15:26:00;Far3;1;Shade;24.9;0;0;0
2021-05-24;15:26:00;Far3;2;Both;24.9;0;0;0
2021-05-24;15:26:00;Far3;3;Both;24.9;0;0;0
2021-05-24;15:26:00;Far3;4;Sun;24.9;0;1;0
2021-05-24;15:26:00;Far3;5;Sun;24.9;0;1;0
2021-05-24;15:26:00;Far3;6;Sun;24.9;0;0;0
2021-05-24;15:26:00;Far3;7;Sun;24.9;0;1;0
2021-05-30;17:32:00;Far3;1;Sun;26.3;0;0;0
2021-05-30;17:32:00;Far3;2;Both;26.3;0;0;0
2021-05-30;17:32:00;Far3;3;Both;26.3;0;0;0
2021-05-30;17:32:00;Far3;4;Sun;26.3;0;0;1
2021-05-30;17:32:00;Far3;5;Sun;26.3;1;1;0
2021-05-30;17:32:00;Far3;6;Sun;26.3;1;1;0
2021-05-30;17:32:00;Far3;7;Sun;26.3;1;0;0
2021-05-30;17:32:00;Far3;8;Sun;26.3;0;1;0
2021-05-30;18:24:00;Far3;1;Sun;31.3;0;1;0
2021-05-30;18:24:00;Far3;2;Sun;31.3;0;0;0
2021-05-30;18:24:00;Far3;3;Sun;31.3;1;0;0
2021-05-30;18:24:00;Far3;4;Sun;31.3;0;0;0
2021-05-30;18:24:00;Far3;5;Sun;31.3;1;0;0
2021-05-30;18:24:00;Far3;6;Sun;31.3;1;1;0
2021-05-30;18:24:00;Far3;7;Sun;31.3;1;1;0
2021-05-30;18:24:00;Far3;8;Sun;31.3;1;1;0
2021-05-30;18:24:00;Far3;9;Sun;31.3;1;1;0
2021-05-30;18:24:00;Far3;10;Sun;31.3;0;1;0
2021-05-30;18:24:00;Far3;11;Sun;31.3;0;1;0
2021-06-04;19:44:00;Far3;1;Sun;31;1;1;0
2021-06-04;19:44:00;Far3;2;Sun;31;0;1;0
2021-06-04;19:44:00;Far3;3;Sun;31;0;1;0
2021-06-04;19:44:00;Far3;4;Sun;31;1;1;0
2021-06-04;19:44:00;Far3;5;Sun;31;0;1;0
2021-06-04;19:44:00;Far3;6;Sun;31;1;1;0
2021-06-04;19:44:00;Far3;7;Sun;31;1;1;0
2021-06-14;15:18:00;Far3;1;Both;24.1;0;0;0
2021-06-14;15:18:00;Far3;2;Both;24.1;0;0;0
2021-06-14;15:18:00;Far3;3;Both;24.1;0;0;0
2021-06-14;15:18:00;Far3;4;Sun;24.1;0;0;1
2021-06-14;15:18:00;Far3;5;Sun;24.1;0;0;0
2021-06-14;15:18:00;Far3;6;Sun;24.1;0;0;0
2021-06-14;15:18:00;Far3;7;Sun;24.1;0;1;0
2021-07-01;20:14:00;Far3;1;Sun;21.9;0;1;0
2021-07-01;20:14:00;Far3;2;Sun;21.9;0;1;0
2021-07-01;20:14:00;Far3;3;Sun;21.9;1;1;0
2021-07-01;20:14:00;Far3;4;Sun;21.9;0;1;0
2021-07-01;20:14:00;Far3;5;Sun;21.9;1;1;0
2021-07-01;20:14:00;Far3;6;Sun;21.9;1;1;0
2021-06-17;18:48:00;Far3;1;Sun;37.8;1;1;0
2021-06-17;18:48:00;Far3;2;Sun;37.8;1;1;0
2021-06-17;18:48:00;Far3;3;Sun;37.8;1;1;0
2021-06-17;18:48:00;Far3;4;Sun;37.8;1;1;1
2021-06-17;18:48:00;Far3;5;Sun;37.8;1;1;0
2021-06-17;18:48:00;Far3;6;Sun;37.8;1;1;1
2020-06-19;19:00:00;Rost3;1;Shade;18.6;0;0;0
2020-06-19;19:00:00;Rost3;2;Shade;18.6;0;0;0
2020-06-19;19:00:00;Rost3;3;Shade;18.6;0;0;0
2020-06-19;19:00:00;Rost3;4;Shade;18.6;0;0;0
2020-06-19;19:00:00;Rost3;5;Shade;18.6;0;0;0
2020-06-19;19:00:00;Rost3;6;Sun;18.6;0;0;0
2020-06-19;19:00:00;Rost3;7;Both;18.6;0;0;0
2020-06-19;19:00:00;Rost3;8;Both;18.6;0;0;0
